"DomainLength","IsDomainIP","TLD","TLDLength","NoOfSubDomain","NoOfAmpersandInURL","HasTitle"
19,0,96,3,1,0,1
20,0,96,3,1,0,0
20,0,96,3,1,0,1
14,0,344,2,2,0,1
20,0,96,3,1,0,1
16,0,175,2,0,0,1
17,0,176,4,1,0,0
21,0,242,3,1,0,1
19,0,96,3,1,0,1
16,0,96,3,1,0,1
23,0,96,3,1,0,1
16,0,96,3,1,0,1
20,0,258,3,1,0,1
16,0,96,3,1,0,1
21,0,96,3,1,0,1
14,0,96,3,1,0,1
10,0,96,3,1,0,1
35,0,93,2,4,0,0
16,0,242,3,1,0,1
18,0,96,3,1,0,1
20,0,96,3,1,0,1
17,0,96,3,1,0,1
45,0,45,3,1,0,1
28,0,96,3,1,0,1
23,0,175,2,1,0,1
16,0,277,2,2,0,0
11,0,175,2,1,0,1
20,0,96,3,1,0,1
24,0,223,3,2,0,1
18,0,96,3,1,0,1
10,0,112,2,1,0,1
24,0,96,3,1,0,0
23,0,258,3,1,0,1
39,0,94,2,2,0,1
18,0,96,3,0,0,1
16,0,96,3,1,0,1
22,0,35,2,1,0,1
28,0,221,2,1,0,1
20,0,253,2,2,0,1
33,0,96,3,2,0,1
19,0,96,3,1,0,1
24,0,96,3,1,0,1
16,0,237,2,1,0,1
16,0,45,3,1,0,1
14,0,96,3,1,0,1
16,0,187,2,2,0,1
14,0,183,2,1,0,1
28,0,112,2,1,0,1
14,0,96,3,1,0,1
33,0,96,3,0,0,1
28,0,96,3,1,0,1
33,0,96,3,1,0,1
15,0,50,2,2,0,1
36,0,335,3,3,0,1
23,0,141,2,1,0,1
15,0,96,3,1,0,1
20,0,96,3,1,0,1
20,0,46,2,1,0,1
16,0,96,3,1,0,1
14,0,290,2,1,0,1
23,0,302,4,1,0,1
18,0,96,3,1,0,1
22,0,96,3,1,0,1
17,0,45,3,1,0,0
19,0,256,6,1,0,1
36,0,96,3,1,0,1
13,0,96,3,1,0,1
24,0,96,3,1,0,1
21,0,287,2,1,0,1
23,0,96,3,1,0,1
27,0,96,3,2,0,1
14,0,278,2,2,0,1
27,0,96,3,1,0,1
25,0,345,2,2,0,1
21,0,96,3,1,0,1
14,0,96,3,1,0,1
18,0,96,3,1,0,1
14,0,127,2,2,0,1
14,0,75,2,1,0,1
32,0,96,3,1,0,1
16,0,136,2,2,0,1
18,0,96,3,1,0,1
19,0,96,3,1,0,1
25,0,258,3,2,0,0
15,0,244,4,1,0,1
22,0,96,3,1,0,1
15,0,96,3,1,0,1
12,0,176,4,1,0,1
15,0,345,2,2,0,1
26,0,112,2,2,0,1
31,0,71,2,2,0,1
31,0,206,4,2,0,1
17,0,96,3,1,0,1
12,0,249,2,1,0,1
36,0,113,3,2,0,0
41,0,242,3,4,0,1
18,0,187,2,2,0,1
22,0,258,3,1,0,1
25,0,345,2,2,0,1
20,0,96,3,1,0,1
23,0,345,2,2,0,1
21,0,346,2,1,0,0
27,0,302,4,1,0,1
43,0,94,2,2,0,1
21,0,290,2,2,0,1
18,0,248,2,1,0,1
23,0,50,2,2,0,1
15,0,96,3,1,0,1
16,0,290,2,1,0,1
16,0,225,2,1,0,1
22,0,45,3,1,0,1
25,0,96,3,1,0,1
27,0,96,3,1,0,1
10,0,350,2,1,0,0
22,0,96,3,1,0,1
17,0,96,3,1,0,1
26,0,96,3,1,0,1
37,0,96,3,1,0,1
19,0,94,2,1,0,0
25,0,50,2,2,0,1
19,0,123,3,2,0,1
15,0,180,2,1,0,1
18,0,96,3,1,0,1
19,0,96,3,1,0,1
21,0,91,4,2,0,1
21,0,258,3,1,0,1
24,0,333,5,0,0,1
14,0,96,3,1,0,1
15,0,242,3,1,0,1
17,0,96,3,1,0,1
29,0,96,3,1,0,1
10,0,96,3,0,0,1
30,0,96,3,1,0,1
39,0,94,2,2,0,1
26,0,96,3,1,0,1
18,0,136,2,2,0,1
21,0,343,2,2,0,1
27,0,96,3,1,0,1
51,0,96,3,1,0,1
15,0,112,2,1,0,1
25,0,96,3,1,0,1
21,0,91,4,2,0,1
27,0,94,2,1,0,1
15,0,96,3,1,0,0
15,0,96,3,2,0,0
15,0,187,2,2,0,1
24,0,96,3,1,0,1
25,0,96,3,1,0,1
16,0,96,3,1,0,1
16,0,248,2,1,0,1
18,0,96,3,1,0,1
23,0,258,3,2,0,1
18,0,242,3,1,0,1
22,0,96,3,1,0,1
33,0,96,3,1,0,1
35,0,96,3,1,0,1
15,0,96,3,1,0,1
34,0,96,3,1,0,1
22,0,258,3,1,0,1
17,0,96,3,1,0,1
20,0,96,3,1,0,1
21,0,96,3,1,0,1
13,0,258,3,1,0,1
15,0,65,3,1,0,1
19,0,96,3,0,0,1
23,0,300,4,2,0,1
11,0,287,2,1,0,1
11,0,96,3,0,0,1
15,0,136,2,1,0,1
14,0,96,3,1,0,1
58,0,96,3,3,0,1
24,0,96,3,1,0,1
17,0,96,3,1,0,1
37,0,96,3,1,0,1
17,0,96,3,1,0,1
19,0,96,3,1,0,1
20,0,96,3,1,0,1
21,0,175,2,1,0,1
21,0,96,3,1,0,1
19,0,96,3,1,0,1
20,0,258,3,1,0,1
16,0,258,3,1,0,1
13,1,29,2,2,0,1
23,0,96,3,1,0,1
16,0,96,3,1,0,1
15,0,206,4,0,0,1
27,0,96,3,2,0,1
24,0,127,2,1,0,1
12,0,96,3,1,0,1
39,0,94,2,2,0,1
16,0,96,3,1,0,1
25,0,290,2,1,0,0
14,0,96,3,1,0,0
13,0,96,3,1,0,1
19,0,96,3,1,0,1
12,0,258,3,1,0,1
17,0,187,2,2,0,1
15,0,258,3,1,0,1
29,0,96,3,1,0,1
23,0,161,2,2,0,1
15,0,96,3,1,0,1
21,0,50,2,2,0,1
22,0,142,2,1,0,0
16,0,136,2,1,0,1
15,0,96,3,0,0,1
17,0,139,2,1,0,1
15,0,345,2,2,0,1
18,0,96,3,1,0,1
21,0,303,2,1,0,0
20,0,290,2,2,0,1
33,0,50,2,3,0,0
24,0,96,3,1,0,0
16,0,96,3,1,0,1
24,0,96,3,1,0,1
18,0,96,3,1,0,1
12,0,96,3,1,0,1
18,0,225,2,1,0,1
24,0,96,3,2,0,0
14,0,96,3,1,0,1
34,0,96,3,1,0,0
22,0,96,3,1,0,1
22,0,150,3,1,0,1
23,0,270,2,1,0,1
34,0,94,2,1,0,1
29,0,96,3,1,0,1
25,0,96,3,1,0,1
20,0,353,2,1,0,1
11,0,258,3,1,0,1
17,0,96,3,1,0,1
21,0,346,2,3,0,1
22,0,225,2,1,0,1
18,0,113,3,1,0,1
14,0,290,2,1,0,1
13,0,183,2,1,0,1
38,0,113,3,2,0,1
19,0,112,2,2,0,1
18,0,96,3,1,0,1
11,0,183,2,1,0,1
50,0,94,2,1,0,1
25,0,96,3,1,0,1
11,0,96,3,0,0,0
30,0,96,3,1,0,1
27,0,170,2,2,0,1
16,0,152,2,1,0,1
21,0,128,2,1,0,1
12,0,258,3,1,0,1
14,0,290,2,1,0,1
41,0,180,2,1,0,1
11,0,258,3,1,0,1
21,0,96,3,2,0,1
13,0,258,3,1,0,1
20,0,96,3,1,0,1
16,0,96,3,1,0,1
23,0,96,3,1,0,1
21,0,96,3,1,0,0
21,0,96,3,1,0,1
20,0,96,3,1,0,1
27,0,258,3,1,0,1
19,0,96,3,1,0,1
74,0,323,4,2,0,0
18,0,96,3,2,0,0
21,0,176,4,1,0,1
17,0,258,3,1,0,1
12,0,96,3,1,0,1
25,0,96,3,0,0,0
13,0,172,2,2,0,1
18,0,253,2,2,0,1
17,0,45,3,1,0,1
30,0,302,4,1,0,1
30,0,345,2,2,0,1
51,0,109,4,5,0,1
10,0,221,2,1,0,0
34,0,270,2,1,0,1
32,0,96,3,3,0,0
20,0,152,2,1,0,1
19,0,96,3,1,0,0
20,0,352,2,1,0,1
18,0,176,4,1,0,1
14,0,139,2,1,0,1
16,0,93,2,2,0,1
20,0,258,3,1,0,1
32,0,96,3,1,0,1
40,0,113,3,2,0,0
21,0,258,3,1,0,1
18,0,96,3,1,0,1
23,0,96,3,1,0,1
19,0,96,3,1,0,1
14,0,82,2,1,0,1
15,0,96,3,1,0,1
30,0,96,3,1,0,1
22,0,96,3,1,0,1
25,0,96,3,1,0,1
26,0,96,3,1,0,1
12,0,183,2,1,0,1
25,0,96,3,1,0,1
49,0,176,4,1,0,0
27,0,45,3,1,0,1
22,0,96,3,1,0,1
16,0,96,3,1,0,1
19,0,96,3,1,0,0
16,0,112,2,1,0,1
25,0,150,3,1,0,1
18,0,176,4,1,0,1
17,0,96,3,1,0,1
21,0,96,3,1,0,1
20,0,96,3,1,0,1
19,0,96,3,1,0,1
17,0,93,2,1,0,0
32,0,96,3,3,0,1
29,0,221,2,1,0,1
19,0,258,3,1,0,1
19,0,71,2,2,0,1
17,0,139,2,1,0,1
28,0,96,3,1,0,1
20,0,258,3,2,0,1
20,0,96,3,1,0,1
21,0,258,3,1,0,1
32,0,96,3,1,0,1
14,0,176,4,1,0,1
23,0,91,4,1,0,1
30,0,96,3,1,0,1
19,0,96,3,1,0,1
24,0,96,3,1,0,1
25,0,246,2,1,0,1
11,0,96,3,0,0,1
5,0,141,2,0,0,1
37,0,94,2,2,0,1
25,0,96,3,1,0,1
24,0,82,2,1,0,1
18,0,96,3,1,0,1
15,0,96,3,1,0,1
12,0,336,4,1,0,1
42,0,96,3,1,0,1
28,0,96,3,1,0,1
23,0,96,3,1,0,1
21,0,96,3,1,0,1
20,0,96,3,1,0,1
19,0,96,3,1,0,1
25,0,96,3,1,0,1
17,0,242,3,1,0,1
20,0,96,3,1,0,1
25,0,96,3,1,0,1
18,0,258,3,1,0,1
27,0,187,2,3,0,1
28,0,45,3,1,0,1
32,0,96,3,1,0,1
35,0,96,3,1,0,1
31,0,45,3,1,0,1
18,0,96,3,1,0,1
14,0,93,2,0,0,1
11,0,96,3,0,0,1
16,0,96,3,1,0,1
19,0,258,3,1,0,1
16,0,96,3,1,0,1
29,0,94,2,1,0,1
27,0,96,3,1,0,1
35,0,242,3,4,0,0
18,0,113,3,1,0,1
16,0,96,3,1,0,1
33,0,96,3,1,0,1
17,0,258,3,1,0,1
30,0,45,3,1,0,1
32,0,45,3,1,0,1
18,0,82,2,1,0,0
18,0,176,4,1,0,1
22,0,258,3,1,0,1
18,0,96,3,1,0,1
18,0,96,3,1,0,1
23,0,96,3,1,0,1
26,0,345,2,2,0,1
19,0,96,3,1,0,1
15,0,124,2,1,0,1
23,0,96,3,1,0,1
27,0,96,3,1,0,1
89,0,96,3,3,2,0
37,0,45,3,1,0,0
21,0,96,3,1,0,1
17,0,96,3,1,0,1
14,0,242,3,1,0,1
10,0,343,2,1,0,1
28,0,96,3,1,0,1
25,0,96,3,1,0,1
21,0,96,3,1,0,1
44,0,335,3,3,0,1
16,0,96,3,1,0,1
38,0,113,3,2,0,0
12,0,351,3,0,0,0
19,0,45,3,1,0,1
13,0,176,4,1,0,1
16,0,96,3,1,0,1
26,0,242,3,1,0,0
19,0,96,3,1,0,1
16,0,346,2,1,0,1
22,0,183,2,2,0,1
22,0,258,3,1,0,0
23,0,302,4,1,0,1
19,0,96,3,1,0,1
22,0,258,3,1,0,1
20,0,96,3,1,0,1
22,0,96,3,1,0,1
15,0,346,2,1,0,1
14,0,175,2,1,0,0
24,0,96,3,1,0,1
19,0,96,3,0,0,1
19,0,96,3,0,0,0
37,0,45,3,1,0,1
12,0,90,5,0,0,1
14,0,242,3,1,0,1
18,0,96,3,1,0,1
18,0,45,3,1,0,1
25,0,94,2,2,0,1
20,0,96,3,1,0,1
18,0,96,3,1,0,1
11,0,211,2,1,0,1
15,0,96,3,1,0,1
51,0,96,3,1,0,1
26,0,96,3,1,0,1
24,0,96,3,1,0,1
12,0,258,3,1,0,1
21,0,96,3,1,0,1
17,0,290,2,1,0,1
20,0,96,3,1,0,1
14,0,109,4,0,0,1
23,0,242,3,1,0,0
26,0,96,3,1,0,1
17,0,258,3,1,0,1
14,0,46,2,2,0,1
22,0,323,4,2,0,0
22,0,187,2,3,0,1
20,0,290,2,1,0,1
29,0,96,3,1,0,1
21,0,96,3,1,0,1
16,0,139,2,0,0,1
20,0,94,2,2,0,1
22,0,258,3,1,0,1
21,0,112,2,1,0,1
25,0,345,2,2,0,1
21,0,258,3,1,0,1
27,0,96,3,1,0,1
19,0,96,3,1,0,1
14,0,289,2,1,0,1
17,0,96,3,1,0,1
10,0,296,2,1,0,1
13,0,96,3,0,0,0
19,0,345,2,2,0,1
20,0,248,2,1,0,1
21,0,96,3,1,0,1
13,0,258,3,1,0,1
15,0,96,3,1,0,1
23,0,96,3,1,0,1
28,0,136,2,0,0,0
22,0,96,3,1,0,1
11,0,130,2,1,0,1
12,0,96,3,1,0,1
15,0,110,2,1,0,1
17,0,96,3,1,0,1
25,0,96,3,1,0,0
21,0,258,3,1,0,1
12,0,258,3,1,0,1
13,0,176,4,1,0,1
15,0,335,3,1,0,1
15,0,242,3,1,0,1
19,0,302,4,1,0,0
39,0,45,3,2,0,0
37,0,94,2,2,0,1
16,0,258,3,1,0,1
15,0,96,3,1,0,1
14,0,96,3,1,0,0
20,0,96,3,1,0,1
11,0,96,3,0,0,1
18,0,258,3,1,0,1
18,0,113,3,1,0,1
14,0,103,2,2,0,1
39,0,96,3,1,0,1
18,0,258,3,1,0,1
18,0,136,2,1,0,1
18,0,96,3,1,0,1
7,0,180,2,0,0,1
15,0,169,3,1,0,1
12,0,166,2,1,0,1
25,0,347,2,1,0,1
52,0,335,3,3,0,1
15,0,96,3,1,0,1
34,0,96,3,1,0,1
18,0,242,3,1,0,1
13,0,325,2,2,0,1
11,0,191,2,1,0,1
19,0,45,3,1,0,1
12,0,96,3,1,0,1
14,0,96,3,1,0,1
23,0,96,3,2,0,1
25,0,96,3,1,0,1
19,0,96,3,1,0,0
24,0,45,3,1,0,0
26,0,96,3,1,0,1
22,0,345,2,2,0,1
15,0,270,2,1,0,1
26,0,96,3,1,0,1
9,0,205,4,0,0,1
14,0,96,3,0,0,0
32,0,96,3,1,0,1
16,0,175,2,2,0,1
19,0,96,3,1,0,1
25,0,96,3,1,0,1
18,0,45,3,1,0,1
15,0,75,2,1,0,1
20,0,258,3,1,0,1
18,0,96,3,1,0,1
30,0,96,3,1,0,1
21,0,96,3,1,0,1
11,0,183,2,1,0,1
11,0,75,2,1,0,1
21,0,242,3,1,0,1
17,0,128,2,1,0,0
12,0,180,2,1,0,1
18,0,96,3,1,0,1
15,0,123,3,2,0,1
42,0,96,3,1,0,0
12,0,258,3,1,0,1
18,0,150,3,1,0,1
21,0,96,3,1,0,1
14,0,136,2,1,0,1
4,0,170,2,0,0,0
14,0,270,2,1,0,1
28,0,96,3,1,0,1
12,0,258,3,1,0,1
29,0,96,3,1,0,1
20,0,137,3,2,0,1
24,0,221,2,1,0,1
13,0,96,3,1,0,1
20,0,45,3,1,0,1
31,0,96,3,1,0,1
24,0,96,3,1,0,1
26,0,96,3,1,0,1
25,0,287,2,1,0,1
28,0,45,3,1,0,1
17,0,152,2,1,0,1
15,0,96,3,1,0,1
21,0,96,3,1,0,1
12,0,96,3,1,0,1
17,0,177,3,1,0,1
27,0,112,2,1,0,1
16,0,71,2,2,0,1
7,0,180,2,0,0,1
19,0,96,3,1,0,1
24,0,96,3,1,0,0
59,0,96,3,2,0,0
22,0,96,3,1,0,1
28,0,96,3,1,0,1
14,0,96,3,1,0,1
17,0,96,3,1,0,1
31,0,258,3,1,0,1
14,0,96,3,1,0,1
33,0,96,3,1,0,0
21,0,258,3,1,0,1
14,0,362,2,1,0,1
24,0,258,3,1,0,1
14,0,258,3,1,0,1
19,0,253,2,2,0,1
60,0,94,2,1,0,1
15,0,96,3,1,0,1
14,0,96,3,1,0,0
58,0,96,3,3,0,0
16,0,96,3,1,0,1
19,0,123,3,1,0,1
17,0,96,3,1,0,1
21,0,96,3,1,0,1
37,0,242,3,1,0,0
30,0,258,3,1,0,1
35,0,96,3,1,0,1
26,0,96,3,1,0,1
21,0,94,2,2,0,1
15,0,112,2,1,0,1
12,0,179,3,1,0,1
27,0,96,3,1,0,0
18,0,75,2,1,0,1
15,0,238,2,2,0,1
34,0,96,3,1,0,0
16,0,96,3,1,2,1
23,0,96,3,1,0,1
14,0,290,2,1,0,1
14,0,96,3,1,0,1
18,0,96,3,1,0,1
29,0,96,3,1,0,0
24,0,364,3,2,0,0
28,0,96,3,0,0,1
12,0,96,3,1,0,1
16,0,96,3,1,0,1
20,0,180,2,1,0,1
21,0,96,3,1,0,1
14,0,337,2,2,0,1
38,0,96,3,1,0,1
16,0,258,3,1,0,1
30,0,96,3,1,0,1
15,0,96,3,1,0,1
14,1,1,3,2,0,0
36,0,206,4,1,0,0
16,0,225,2,1,0,1
25,0,96,3,1,0,1
29,0,96,3,1,0,0
15,0,139,2,1,0,1
23,0,345,2,2,0,1
39,0,113,3,2,0,0
18,0,96,3,1,0,1
20,0,96,3,1,0,1
22,0,96,3,1,0,1
17,0,56,2,1,0,1
23,0,96,3,1,0,1
13,0,96,3,1,0,1
11,0,123,3,1,0,1
47,0,94,2,2,0,1
17,0,221,2,2,0,1
17,0,96,3,1,0,1
21,0,96,3,1,0,1
18,0,96,3,1,0,1
22,0,45,3,1,0,1
16,0,96,3,1,0,1
41,0,261,4,2,0,1
20,0,96,3,2,0,1
14,0,96,3,1,0,1
16,0,96,3,1,0,0
19,0,96,3,1,0,1
17,0,238,2,2,0,1
32,0,258,3,1,0,1
22,0,96,3,1,0,1
15,0,242,3,1,0,1
15,0,96,3,1,0,1
25,0,50,2,2,0,1
16,0,96,3,1,0,1
23,0,96,3,1,0,1
13,0,96,3,1,0,1
16,0,96,3,1,0,1
28,0,96,3,1,0,1
19,0,96,3,1,0,1
17,0,96,3,1,0,1
39,0,113,3,2,0,0
28,0,45,3,1,0,1
22,0,96,3,1,0,1
26,0,258,3,1,0,1
11,0,123,3,1,0,1
25,0,258,3,1,0,1
13,0,136,2,1,0,1
7,0,180,2,0,0,1
22,0,96,3,1,0,1
14,0,96,3,0,0,1
18,0,242,3,1,0,1
11,0,176,4,0,0,1
19,0,96,3,1,0,1
14,0,96,3,1,0,1
13,0,258,3,1,0,0
19,0,172,2,2,0,1
24,0,96,3,1,0,1
27,0,96,3,1,0,1
13,0,96,3,1,0,1
35,0,96,3,1,0,1
22,0,96,3,1,0,0
15,0,96,3,2,0,0
14,0,50,2,2,0,1
22,0,96,3,1,0,1
34,0,345,2,2,0,1
17,0,96,3,2,0,0
15,0,181,2,1,0,1
13,0,96,3,1,0,1
52,0,96,3,3,0,0
22,0,296,2,1,0,1
12,0,242,3,1,0,1
12,0,130,2,1,0,1
23,0,96,3,1,0,1
12,0,202,4,0,0,1
17,0,96,3,0,0,1
26,0,345,2,2,0,1
22,0,258,3,1,0,1
16,0,45,3,1,0,1
17,0,96,3,1,0,1
28,0,345,2,2,0,1
19,0,96,3,1,0,1
4,0,167,2,0,0,1
22,0,258,3,1,0,1
18,0,113,3,1,0,1
14,0,152,2,1,0,1
14,0,96,3,1,0,1
20,0,96,3,1,0,1
19,0,96,3,1,0,1
14,0,258,3,1,0,1
15,0,96,3,1,0,1
28,0,96,3,1,0,1
25,0,170,2,2,0,1
19,0,258,3,1,0,0
15,0,96,3,1,0,1
21,0,96,3,1,0,1
25,0,96,3,1,0,1
16,0,55,2,2,0,1
28,0,96,3,1,0,1
15,0,96,3,1,0,1
17,0,96,3,1,0,1
26,0,96,3,0,0,1
15,0,191,2,2,0,1
33,0,302,4,1,0,1
19,0,242,3,1,0,1
14,0,96,3,1,0,1
20,0,290,2,1,0,0
18,0,50,2,2,0,1
12,0,88,2,1,0,1
31,0,96,3,1,0,1
17,0,96,3,1,0,1
18,0,96,3,1,0,1
19,0,96,3,1,0,1
22,0,75,2,1,0,1
11,0,258,3,1,0,1
21,0,258,3,1,0,1
36,0,96,3,1,0,1
19,0,343,2,1,0,1
21,0,65,3,2,0,0
20,0,96,3,1,0,1
24,0,183,2,1,0,1
21,0,206,4,1,0,1
17,0,176,4,1,0,0
19,0,96,3,1,0,0
26,0,96,3,1,0,1
16,0,96,3,1,0,1
23,0,96,3,1,0,1
23,0,45,3,1,0,1
23,0,96,3,1,0,1
15,0,96,3,1,0,1
20,0,56,2,1,0,1
25,0,96,3,1,0,1
16,0,153,2,1,0,1
17,0,96,3,1,0,1
14,0,364,3,1,0,0
18,0,96,3,1,0,1
37,0,302,4,1,0,1
17,0,258,3,1,0,1
14,0,290,2,1,0,1
22,0,96,3,1,0,1
15,0,180,2,1,0,1
21,0,302,4,0,0,1
25,0,96,3,3,0,1
22,0,258,3,1,0,1
24,0,296,2,1,0,1
18,0,96,3,1,0,1
22,0,96,3,1,0,1
33,0,302,4,1,0,1
76,0,96,3,2,0,1
31,0,96,3,1,0,1
20,0,96,3,1,0,1
26,0,258,3,1,0,1
19,0,96,3,1,0,1
40,0,96,3,2,0,1
14,0,258,3,1,0,1
17,0,128,2,2,0,1
13,0,258,3,1,0,1
18,0,94,2,2,0,0
20,0,242,3,1,0,1
18,0,96,3,1,0,0
34,0,242,3,1,0,0
25,0,345,2,2,0,1
13,0,153,2,1,0,1
22,0,96,3,1,0,1
24,0,96,3,1,0,1
36,0,96,3,1,0,1
14,0,96,3,1,0,1
42,0,205,4,1,0,0
20,0,56,2,1,0,1
25,0,96,3,1,0,1
24,0,96,3,1,0,1
21,0,175,2,2,0,1
19,0,75,2,1,0,1
33,0,290,2,1,0,1
57,0,96,3,1,0,1
22,0,112,2,1,0,1
24,0,168,2,1,0,1
25,0,346,2,3,0,1
21,0,96,3,1,0,1
28,0,302,4,2,0,1
20,0,96,3,0,0,0
15,0,270,2,1,0,0
19,0,96,3,1,0,1
16,0,96,3,1,0,1
20,0,258,3,1,0,1
26,0,96,3,1,0,1
19,0,96,3,1,0,1
15,0,316,5,1,0,1
19,0,261,4,1,0,1
21,0,296,2,1,0,0
14,0,276,2,2,0,1
25,0,45,3,1,0,0
17,0,242,3,1,0,1
16,0,96,3,1,0,0
25,0,94,2,1,0,1
15,0,258,3,1,0,1
18,0,96,3,1,0,1
14,0,96,3,1,0,1
24,0,370,2,2,0,1
17,0,248,2,1,0,1
19,0,96,3,1,0,1
40,0,206,4,2,0,1
19,0,187,2,1,0,1
20,0,96,3,1,0,1
20,0,96,3,0,0,0
28,0,96,3,1,0,1
13,0,96,3,1,0,1
74,0,205,4,2,0,0
18,0,96,3,1,0,1
19,0,258,3,1,0,1
36,0,335,3,3,0,1
18,0,96,3,1,0,0
25,0,258,3,2,0,1
25,0,45,3,1,0,0
20,0,96,3,1,0,1
25,0,96,3,1,0,1
23,0,96,3,1,0,1
21,0,187,2,2,0,1
18,0,96,3,1,0,0
23,0,96,3,1,0,0
21,0,96,3,1,0,1
7,0,180,2,0,0,1
29,0,242,3,3,0,1
25,0,170,2,2,0,1
25,0,290,2,2,0,1
