"DomainLength","IsDomainIP","TLD","TLDLength","NoOfSubDomain","NoOfAmpersandInURL","HasTitle"
15,0,96,3,1,0,1
26,0,96,3,1,0,1
17,0,112,2,1,0,1
75,0,96,3,3,1,0
18,0,113,3,1,0,1
12,0,258,3,1,0,1
20,0,161,2,3,0,1
26,0,96,3,0,0,0
20,0,96,3,0,0,0
20,0,242,3,1,0,1
7,0,180,2,0,0,1
21,0,94,2,2,0,1
13,0,261,4,0,0,1
16,0,96,3,1,0,1
27,0,96,3,1,0,1
9,0,296,2,1,0,1
16,0,175,2,1,0,0
16,0,94,2,1,0,0
16,0,50,2,1,0,1
21,0,96,3,1,0,1
14,0,258,3,1,0,1
15,1,9,3,2,0,1
23,0,96,3,1,0,1
14,0,150,3,1,0,1
18,0,258,3,1,0,1
14,0,96,3,0,0,1
14,0,96,3,1,0,1
16,0,96,3,1,0,1
16,0,96,3,1,0,1
19,0,45,3,1,0,1
15,0,335,3,0,0,0
24,0,96,3,1,0,1
33,0,242,3,1,0,0
15,0,136,2,1,0,1
7,0,136,2,0,0,1
17,0,96,3,1,0,1
14,0,96,3,1,0,1
22,0,96,3,0,0,1
25,0,96,3,1,0,1
19,0,242,3,1,0,1
25,0,96,3,0,0,1
13,0,96,3,1,0,1
26,0,96,3,2,0,0
18,0,112,2,1,0,1
12,0,242,3,1,0,1
22,0,242,3,1,0,1
23,0,96,3,1,0,1
31,0,261,4,1,0,1
22,0,96,3,1,0,1
18,0,96,3,1,0,1
14,0,96,3,1,0,1
14,0,258,3,1,0,1
33,0,45,3,1,0,1
18,0,130,2,1,0,1
17,0,96,3,1,0,0
20,0,96,3,1,0,1
23,0,96,3,0,0,1
20,0,96,3,1,0,1
74,0,205,4,2,0,1
25,0,345,2,2,0,1
21,0,45,3,1,0,1
32,0,183,2,3,0,1
25,0,96,3,1,0,1
18,0,345,2,3,0,1
33,0,94,2,1,0,1
14,0,290,2,1,0,1
22,0,172,2,2,0,1
13,0,96,3,1,0,1
29,0,96,3,2,0,1
20,0,290,2,2,0,1
18,0,96,3,1,0,1
41,0,180,2,1,0,1
19,0,96,3,1,0,1
38,0,96,3,1,0,1
20,0,287,2,1,0,1
24,0,71,2,2,0,1
20,0,258,3,1,0,1
23,0,96,3,0,0,1
14,0,183,2,1,0,1
33,0,180,2,1,0,1
15,0,96,3,2,0,0
24,0,136,2,1,0,1
25,0,96,3,1,0,1
17,0,96,3,1,0,1
17,0,345,2,2,0,1
29,0,96,3,1,0,1
18,0,50,2,2,0,1
15,0,96,3,1,0,1
19,0,96,3,1,0,1
26,0,96,3,1,0,1
24,0,96,3,1,0,1
21,0,128,2,1,0,1
38,0,96,3,1,0,1
14,0,96,3,1,0,1
15,0,258,3,1,0,1
17,0,96,3,1,0,1
23,0,96,3,1,0,1
20,0,96,3,0,0,0
13,0,96,3,1,0,1
13,0,187,2,2,0,1
15,0,187,2,1,0,1
19,0,96,3,1,0,1
13,0,50,2,1,0,1
14,0,96,3,1,0,1
23,0,45,3,1,0,0
15,0,364,3,1,0,0
13,0,128,2,1,0,1
18,0,290,2,1,0,1
14,0,96,3,1,0,1
25,0,96,3,0,0,1
21,0,96,3,1,0,1
21,0,96,3,1,0,1
11,0,248,2,1,0,1
18,0,258,3,1,0,0
38,0,96,3,2,0,1
13,0,82,2,1,0,1
10,0,96,3,0,0,1
21,0,258,3,1,0,1
16,0,94,2,2,0,1
17,0,176,4,1,0,1
28,0,96,3,1,0,1
19,0,242,3,1,0,1
32,0,50,2,2,0,1
14,0,96,3,1,0,1
26,0,258,3,1,0,1
23,0,96,3,1,0,1
22,0,96,3,1,0,1
16,0,335,3,0,0,1
25,0,96,3,1,0,1
17,0,112,2,1,0,1
13,0,325,2,2,0,1
16,0,96,3,1,0,0
25,0,258,3,2,0,0
30,0,96,3,1,0,1
27,0,94,2,1,0,1
19,0,96,3,2,0,0
14,0,117,2,2,0,1
29,0,96,3,1,0,1
17,0,96,3,1,0,1
18,0,96,3,2,0,0
36,0,270,2,1,0,1
23,0,96,3,1,0,1
15,0,96,3,1,0,0
17,0,170,2,2,0,1
20,0,270,2,1,0,1
12,0,242,3,1,0,1
23,0,96,3,1,0,1
15,0,258,3,1,0,1
28,0,221,2,4,0,0
34,0,261,4,1,0,1
26,0,96,3,1,0,1
18,0,96,3,1,0,1
21,0,96,3,1,0,0
18,0,258,3,1,0,1
11,0,123,3,1,0,1
22,0,258,3,1,0,1
26,0,96,3,1,0,1
14,0,96,3,1,0,1
19,0,127,2,2,0,1
20,0,290,2,2,0,1
16,0,96,3,1,0,1
11,0,112,2,1,0,1
19,0,45,3,1,0,1
16,0,96,3,1,0,1
17,0,96,3,1,0,1
21,0,127,2,1,0,1
18,0,258,3,1,0,1
20,0,345,2,2,0,1
47,0,96,3,3,0,0
32,0,113,3,2,0,1
15,0,94,2,0,0,1
14,0,96,3,1,0,0
13,0,82,2,1,0,1
12,0,300,4,0,0,1
19,0,71,2,2,0,1
26,0,96,3,1,0,1
22,0,96,3,1,0,1
16,0,96,3,1,0,1
16,0,96,3,1,0,1
22,0,345,2,2,0,1
15,0,96,3,1,0,1
21,0,96,3,1,0,1
80,0,205,4,2,0,1
47,0,94,2,2,0,1
20,0,96,3,1,0,1
12,0,96,3,1,0,1
17,0,345,2,2,0,1
22,0,96,3,1,0,1
25,0,96,3,1,0,1
20,0,96,3,1,0,1
24,0,96,3,1,0,1
74,0,205,4,2,0,1
30,0,45,3,1,0,0
19,0,96,3,1,0,1
18,0,152,2,1,0,1
17,0,96,3,1,0,0
32,0,364,3,4,0,0
18,0,96,3,1,0,1
25,0,96,3,2,0,1
47,0,94,2,2,0,1
21,0,258,3,1,0,1
13,0,94,2,1,0,1
14,0,364,3,1,0,1
24,0,96,3,1,0,1
30,0,96,3,1,0,1
16,0,258,3,1,0,1
49,0,96,3,1,0,1
17,0,136,2,1,0,1
74,0,205,4,2,0,1
15,0,96,3,1,0,1
17,0,290,2,1,0,1
17,0,96,3,1,0,1
23,0,96,3,1,0,1
26,0,175,2,2,0,1
16,0,290,2,1,0,1
16,0,225,2,1,0,1
20,0,96,3,2,0,0
35,0,94,2,2,0,1
16,0,88,2,2,0,1
15,0,96,3,1,0,1
19,0,258,3,1,0,1
21,0,96,3,1,0,1
27,0,96,3,1,0,1
14,0,258,3,1,0,1
21,0,96,3,1,0,1
25,0,96,3,1,0,0
15,0,139,2,1,0,1
21,0,96,3,1,0,1
45,0,94,2,2,0,1
32,0,96,3,1,0,1
23,0,96,3,1,0,1
16,0,175,2,0,0,1
31,0,335,3,4,0,0
12,0,182,2,1,0,1
31,0,96,3,1,0,1
39,0,96,3,3,0,0
16,0,345,2,2,0,1
15,0,96,3,1,0,1
19,0,96,3,1,0,1
25,0,96,3,1,0,1
29,0,96,3,1,0,1
26,0,96,3,1,0,1
37,0,335,3,3,0,1
23,0,302,4,2,0,1
15,0,221,2,1,0,1
19,0,96,3,0,0,1
24,0,345,2,2,0,1
31,0,258,3,1,0,1
31,0,75,2,2,0,1
21,0,112,2,1,0,1
21,0,50,2,2,0,1
32,0,45,3,2,0,0
27,0,96,3,1,0,0
15,0,335,3,1,0,1
24,0,96,3,1,0,1
24,0,346,2,3,0,1
37,0,335,3,3,0,1
19,0,84,2,1,0,1
14,0,290,2,1,0,1
30,0,248,2,1,0,0
16,0,183,2,1,0,1
19,0,114,7,1,0,0
22,0,356,7,1,0,0
14,0,96,3,1,0,1
36,0,45,3,1,0,0
25,0,96,3,1,0,1
24,0,150,3,1,0,1
16,0,96,3,1,0,0
19,0,96,3,1,0,1
32,0,45,3,1,0,1
15,0,96,3,1,0,1
16,0,242,3,1,0,1
24,0,96,3,2,0,1
22,0,96,3,2,0,0
17,0,242,3,1,0,1
15,0,364,3,0,0,0
19,0,96,3,1,0,1
17,0,96,3,1,0,1
22,0,258,3,2,0,0
25,0,96,3,1,0,1
17,0,96,3,1,0,1
21,0,96,3,1,0,1
21,0,248,2,1,0,1
22,0,258,3,1,0,1
11,0,296,2,1,0,1
17,0,96,3,0,0,1
19,0,96,3,1,0,1
17,0,50,2,3,0,1
15,0,49,2,1,0,1
23,0,96,3,1,0,1
20,0,84,2,1,0,1
33,0,96,3,1,0,1
28,0,45,3,1,0,1
17,0,75,2,1,0,1
22,0,258,3,1,0,1
17,0,96,3,1,0,1
23,0,266,2,2,0,1
18,0,258,3,1,0,1
20,0,123,3,1,0,1
22,0,96,3,1,0,1
30,0,96,3,1,0,1
21,0,112,2,1,0,1
19,0,258,3,1,0,1
20,0,96,3,1,0,1
32,0,96,3,1,0,1
27,0,96,3,1,0,1
11,0,96,3,1,0,1
15,0,345,2,2,0,1
26,0,96,3,2,0,0
19,0,258,3,1,0,1
15,0,128,2,1,0,1
21,0,258,3,1,0,1
18,0,345,2,2,0,1
27,0,96,3,1,0,0
25,0,96,3,1,0,1
27,0,96,3,1,0,0
21,0,96,3,1,0,1
15,0,152,2,1,0,1
14,0,96,3,1,0,1
10,0,290,2,1,0,1
16,0,183,2,1,0,1
25,0,96,3,1,0,1
43,0,96,3,1,0,1
18,0,96,3,1,0,1
53,0,335,3,5,0,1
16,0,96,3,1,0,1
36,0,45,3,1,0,0
16,0,96,3,1,0,1
16,0,258,3,1,0,1
73,0,205,4,2,0,0
15,0,180,2,1,0,1
32,0,345,2,2,0,1
17,0,96,3,1,0,0
19,0,225,2,1,0,1
16,0,258,3,1,0,1
44,0,335,3,3,0,0
18,0,258,3,0,0,0
22,0,96,3,1,0,1
13,0,113,3,1,0,1
19,0,96,3,1,0,1
13,0,290,2,1,0,1
19,0,96,3,1,0,1
11,0,96,3,1,0,1
31,0,96,3,1,0,1
27,0,96,3,1,0,1
18,0,96,3,1,0,1
29,0,96,3,1,0,1
21,0,180,2,2,0,0
19,0,96,3,0,0,0
27,0,96,3,1,0,1
22,0,96,3,1,0,1
10,0,75,2,1,0,1
14,0,345,2,2,0,1
21,0,84,2,1,0,1
18,0,113,3,1,0,1
20,0,258,3,1,0,1
12,0,242,3,1,0,1
17,0,96,3,1,0,1
20,0,96,3,1,0,1
20,0,112,2,1,0,1
18,0,340,2,1,0,1
16,0,215,2,1,0,1
18,0,94,2,1,0,1
11,0,96,3,0,0,0
28,0,96,3,1,0,1
17,0,123,3,2,0,1
11,0,153,2,0,0,1
25,0,345,2,2,0,1
19,0,96,3,0,0,0
17,0,45,3,1,0,1
29,0,46,2,2,0,1
21,0,96,3,1,0,1
36,0,96,3,1,0,1
15,0,82,2,1,0,1
23,0,96,3,1,0,1
24,0,96,3,2,0,1
20,0,96,3,1,0,1
21,0,96,3,1,0,1
14,0,258,3,1,0,1
17,0,112,2,1,0,1
15,0,96,3,1,0,1
36,0,96,3,1,0,1
13,0,242,3,1,0,1
19,0,45,3,1,0,1
16,0,152,2,1,0,1
18,0,96,3,0,0,0
19,0,96,3,1,0,1
19,0,112,2,1,0,1
21,0,96,3,1,0,1
25,0,221,2,1,0,0
22,0,96,3,1,0,1
16,0,50,2,2,0,1
15,0,335,3,1,0,1
21,0,96,3,1,0,1
18,0,96,3,1,0,1
20,0,96,3,1,0,1
19,0,96,3,1,0,1
30,0,335,3,3,0,1
28,0,71,2,2,0,0
20,0,258,3,1,0,1
23,0,258,3,1,0,0
22,0,258,3,1,0,1
18,0,150,3,2,0,1
30,0,45,3,1,0,1
18,0,96,3,1,0,1
13,0,96,3,1,0,1
17,0,94,2,2,0,1
38,0,290,2,1,0,1
22,0,96,3,1,0,1
25,0,96,3,1,0,1
11,0,96,3,0,0,0
26,0,258,3,1,0,1
27,0,180,2,1,0,1
16,0,96,3,1,0,1
17,0,258,3,1,0,1
20,0,96,3,1,0,1
15,0,96,3,1,0,1
22,0,96,3,1,0,1
19,0,96,3,1,0,1
25,0,96,3,1,0,1
18,0,96,3,1,0,1
30,0,96,3,1,0,0
17,0,342,2,2,0,1
31,0,96,3,1,0,1
26,0,96,3,1,0,1
22,0,96,3,1,0,1
9,0,180,2,0,0,1
16,0,242,3,1,0,1
27,0,96,3,1,0,1
19,0,258,3,1,0,1
26,0,96,3,1,0,1
20,0,96,3,1,0,1
19,0,364,3,1,0,0
12,0,96,3,1,0,1
17,0,258,3,1,0,1
13,0,96,3,1,0,0
14,0,187,2,2,0,1
29,0,290,2,2,0,1
13,0,287,2,0,0,1
36,0,335,3,3,0,1
20,0,258,3,1,0,1
22,0,258,3,1,0,1
16,0,296,2,1,0,1
22,0,96,3,1,0,1
33,0,45,3,1,0,0
14,0,290,2,1,0,1
14,0,96,3,1,0,1
16,0,45,3,1,0,1
19,0,96,3,1,0,1
13,0,258,3,1,0,1
22,0,258,3,1,0,1
20,0,258,3,1,0,1
19,0,96,3,1,0,1
26,0,96,3,1,0,1
23,0,96,3,1,0,1
36,0,96,3,3,0,0
14,0,96,3,1,0,0
25,0,258,3,1,0,1
16,0,93,2,2,0,1
16,0,96,3,1,0,1
20,0,258,3,1,0,1
25,0,96,3,1,0,1
30,0,50,2,2,0,1
52,0,197,8,1,0,0
20,0,96,3,1,0,1
15,0,96,3,1,0,1
6,0,74,2,0,0,1
13,0,187,2,1,0,1
11,0,300,4,0,0,1
12,0,96,3,1,0,1
20,0,96,3,1,0,1
5,0,141,2,0,0,0
16,0,112,2,1,0,1
27,0,96,3,1,0,1
13,0,175,2,1,0,0
25,0,56,2,1,0,1
25,0,176,4,1,0,1
29,0,96,3,1,0,0
33,0,112,2,1,0,1
21,0,96,3,1,0,1
16,0,182,2,1,0,1
47,0,94,2,2,0,1
23,0,71,2,2,0,1
16,0,190,2,2,0,1
15,0,139,2,1,0,1
28,0,258,3,1,0,1
29,0,96,3,1,0,1
25,0,96,3,1,0,1
74,0,205,4,2,0,1
19,0,46,2,2,0,1
22,0,258,3,1,0,1
14,0,274,3,1,0,1
24,0,96,3,1,0,1
18,0,96,3,1,0,1
13,0,45,3,0,0,1
17,0,96,3,1,0,1
19,0,96,3,1,0,1
20,0,96,3,1,0,1
29,0,96,3,1,0,1
17,0,96,3,1,0,0
15,0,96,3,1,0,1
20,0,96,3,1,0,1
60,0,96,3,3,0,1
19,0,96,3,1,0,1
19,0,96,3,0,0,1
20,0,96,3,1,0,1
25,0,96,3,1,0,1
15,0,346,2,1,0,1
15,0,96,3,0,0,0
20,0,96,3,1,0,1
16,0,90,5,0,0,1
26,0,96,3,1,0,1
15,0,96,3,1,0,1
23,0,96,3,2,0,0
25,0,170,2,2,0,1
20,0,45,3,1,0,1
17,0,96,3,1,0,1
26,0,96,3,1,0,1
22,0,96,3,1,0,1
19,0,242,3,1,0,0
14,0,258,3,1,0,1
11,0,96,3,1,0,1
25,0,96,3,1,0,1
31,0,96,3,1,0,1
35,0,96,3,1,0,0
21,0,96,3,1,0,1
32,0,45,3,1,0,1
18,0,96,3,1,0,1
15,0,41,2,1,0,1
24,0,258,3,1,0,1
22,0,96,3,1,0,1
25,0,96,3,1,0,0
13,0,112,2,1,0,1
7,0,183,2,0,0,1
23,0,96,3,2,0,0
15,0,75,2,1,0,1
11,0,139,2,1,0,1
29,0,96,3,1,0,1
25,0,96,3,0,0,1
18,0,96,3,1,0,1
18,0,314,2,1,0,1
74,0,205,4,2,0,1
16,0,96,3,1,0,1
13,0,96,3,1,0,1
24,0,45,3,1,0,1
12,0,258,3,1,0,1
25,0,71,2,2,0,1
20,0,71,2,2,0,1
20,0,180,2,1,0,1
23,0,96,3,1,0,1
12,0,60,2,1,0,1
18,0,94,2,1,0,1
25,0,96,3,1,0,1
23,0,96,3,1,0,1
20,0,96,3,1,0,0
48,0,45,3,1,0,1
15,0,112,2,1,0,1
14,0,139,2,1,0,1
15,0,35,2,1,0,0
22,0,96,3,1,0,1
25,0,290,2,1,0,1
17,0,50,2,2,0,1
35,0,302,4,1,0,1
25,0,96,3,1,0,1
17,0,96,3,1,0,0
20,0,248,2,1,0,1
24,0,96,3,0,0,0
22,0,96,3,1,0,0
19,0,96,3,1,0,1
15,0,96,3,1,0,1
27,0,242,3,1,0,1
36,0,96,3,1,0,1
18,0,71,2,2,0,1
25,0,96,3,1,0,0
29,0,290,2,2,0,1
19,0,298,2,1,0,1
10,0,93,2,0,0,0
12,0,75,2,1,0,1
25,0,302,4,1,0,1
22,0,258,3,1,0,1
15,0,96,3,1,0,1
18,0,242,3,1,0,0
43,0,113,3,1,0,0
36,0,94,2,1,0,1
20,0,123,3,2,0,1
18,0,96,3,1,0,1
23,0,183,2,2,0,1
13,0,56,2,1,0,1
17,0,345,2,2,0,1
25,0,96,3,1,0,1
19,0,340,2,1,0,1
26,0,96,3,1,0,1
21,0,96,3,1,0,1
22,0,96,3,1,0,1
55,0,94,2,2,0,1
25,0,96,3,1,0,1
14,0,84,2,1,0,1
19,0,96,3,1,0,1
16,0,71,2,2,0,1
25,0,50,2,3,0,1
25,0,345,2,2,0,1
20,0,45,3,1,0,1
16,0,258,3,1,0,1
27,0,290,2,2,0,1
19,0,345,2,2,0,1
41,0,94,2,2,0,1
26,0,96,3,1,0,1
14,0,242,3,1,0,1
21,0,258,3,1,0,1
21,0,296,2,1,0,0
16,0,96,3,0,0,0
22,0,96,3,1,0,1
14,1,18,3,2,0,0
21,0,128,2,1,0,1
19,0,96,3,1,0,1
25,0,96,3,1,0,1
19,0,364,3,0,0,1
39,0,96,3,1,0,1
20,0,290,2,2,0,1
17,0,323,4,1,0,0
18,0,96,3,1,0,1
15,0,96,3,1,0,1
20,0,242,3,1,0,0
24,0,96,3,1,0,1
74,0,205,4,2,0,1
15,0,258,3,1,0,1
31,0,335,3,4,0,0
13,0,124,2,1,0,1
15,0,96,3,1,0,1
20,0,96,3,1,0,1
16,0,96,3,1,0,1
22,0,96,3,1,0,1
18,0,96,3,1,0,1
35,0,180,2,1,0,0
24,0,96,3,1,0,0
13,0,96,3,1,0,1
19,0,46,2,3,0,1
12,0,123,3,1,0,1
24,0,96,3,1,0,1
48,0,96,3,1,0,1
74,0,205,4,2,0,1
10,0,96,3,0,0,1
19,0,258,3,2,0,0
17,0,345,2,2,0,1
46,0,302,4,1,0,1
22,0,94,2,1,0,1
25,0,302,4,1,0,1
20,0,96,3,1,0,1
15,0,50,2,2,0,1
20,0,96,3,1,0,1
44,0,94,2,2,0,1
11,0,130,2,1,0,1
49,0,261,4,3,0,1
20,0,183,2,1,0,1
27,0,96,3,1,0,1
19,0,96,3,1,0,0
22,0,96,3,1,0,1
20,0,96,3,1,0,1
10,0,332,2,0,0,1
17,0,96,3,1,0,1
16,0,96,3,1,0,0
15,0,96,3,1,0,1
19,0,94,2,1,0,1
18,0,96,3,1,0,1
16,0,337,2,2,0,1
16,0,96,3,1,0,0
21,0,187,2,1,0,1
19,0,96,3,1,0,1
15,0,96,3,1,0,0
21,0,258,3,1,0,1
20,0,96,3,1,0,1
22,0,176,4,1,0,1
24,0,96,3,1,0,1
23,0,346,2,3,0,1
16,0,248,2,1,0,1
14,0,343,2,2,0,1
18,0,96,3,1,0,0
26,0,175,2,3,0,1
24,0,352,2,2,0,1
26,0,96,3,1,0,1
13,0,345,2,2,0,1
27,0,96,3,1,0,0
16,0,96,3,1,0,1
23,0,96,3,1,0,1
25,0,96,3,1,0,1
22,0,258,3,1,0,1
31,0,96,3,1,0,1
13,1,21,3,2,0,1
18,0,96,3,1,0,1
12,0,258,3,1,0,1
18,0,96,3,1,0,1
21,0,258,3,1,0,1
18,0,340,2,1,0,1
19,0,242,3,1,0,1
12,0,96,3,1,0,1
74,0,205,4,2,0,1
27,0,96,3,1,0,1
27,0,96,3,1,0,1
23,0,96,3,1,0,1
25,0,96,3,1,0,1
19,0,96,3,1,0,1
44,0,96,3,2,0,0
25,0,136,2,1,0,1
4,0,94,2,0,0,0
40,0,96,3,1,0,1
21,0,96,3,1,0,1
17,0,96,3,1,0,1
46,0,335,3,3,0,0
17,0,364,3,1,0,0
26,0,96,3,1,0,1
26,0,96,3,1,0,1
11,0,96,3,0,0,0
21,0,96,3,1,0,1
20,0,96,3,1,0,1
25,0,96,3,2,0,1
15,0,96,3,1,0,0
27,0,96,3,1,0,1
24,0,345,2,2,0,1
12,0,168,2,1,0,1
20,0,246,2,2,0,1
17,0,112,2,0,0,1
14,0,96,3,0,0,1
21,0,96,3,1,0,0
24,0,96,3,1,0,1
20,0,242,3,1,0,1
14,0,258,3,1,0,1
14,0,82,2,1,0,1
22,0,96,3,1,0,1
24,0,258,3,1,0,1
26,0,96,3,1,0,1
19,0,46,2,2,0,1
19,0,96,3,1,0,1
76,0,96,3,2,0,1
19,0,96,3,0,0,1
24,0,258,3,1,0,1
23,0,96,3,1,0,1
41,0,136,2,2,0,0
30,0,96,3,1,0,1
17,0,96,3,1,0,1
28,0,150,3,1,0,1
13,0,96,3,1,0,1
20,0,112,2,1,0,1
26,0,45,3,1,0,1
28,0,96,3,1,0,1
16,0,127,2,1,0,1
15,0,96,3,1,0,1
22,0,45,3,1,0,1
16,0,276,2,1,0,1
21,0,137,3,2,0,1
29,0,96,3,1,0,0
42,0,335,3,3,0,0
25,0,71,2,3,0,1
26,0,299,2,1,0,1
16,0,359,4,1,0,1
22,0,258,3,1,0,1
14,0,96,3,1,0,1
16,0,96,3,0,0,1
16,0,258,3,1,0,1
9,0,205,4,0,0,1
15,0,225,2,1,0,1
16,0,258,3,1,0,1
20,0,50,2,2,0,1
15,0,96,3,1,0,1
19,0,96,3,1,0,1
22,0,253,2,2,0,1
16,0,96,3,1,0,1
19,0,227,2,1,0,1
11,0,258,3,1,0,1
14,0,112,2,0,0,1
18,0,168,2,1,0,1
37,0,96,3,1,0,1
17,0,252,3,1,0,1
17,0,328,2,1,0,0
34,0,242,3,1,0,0
21,0,96,3,1,0,1
20,0,96,3,1,0,1
10,0,112,2,1,0,1
23,0,96,3,1,0,1
18,0,367,2,2,0,1
17,0,183,2,1,0,1
11,0,276,2,1,0,1
16,0,50,2,1,0,1
21,0,137,3,2,0,1
27,0,112,2,1,0,1
23,0,248,2,1,0,1
18,0,258,3,1,0,1
19,0,242,3,1,0,1
18,0,96,3,1,0,1
14,0,96,3,1,0,1
22,0,96,3,1,0,1
21,0,96,3,1,0,1
25,0,96,3,1,0,1
13,0,93,2,2,0,1
16,0,150,3,1,0,1
16,0,139,2,1,0,1
70,0,94,2,2,0,1
10,0,51,2,1,0,1
20,0,50,2,2,0,1
15,0,50,2,2,0,1
17,0,96,3,1,0,1
15,0,136,2,1,0,1
21,0,96,3,1,0,1
17,0,242,3,0,0,1
26,0,96,3,1,0,1
22,0,96,3,1,0,0
12,0,96,3,0,0,1
56,0,96,3,3,0,0
20,0,172,2,2,0,1
22,0,96,3,1,0,1
27,0,96,3,1,0,1
21,0,258,3,1,0,1
12,0,96,3,1,0,1
18,0,183,2,1,0,1
17,0,153,2,1,0,1
26,0,45,3,1,0,0
17,0,96,3,1,0,1
32,0,96,3,1,0,0
28,0,96,3,1,0,1
14,0,136,2,1,0,1
12,0,136,2,1,0,1
21,0,258,3,2,0,0
13,0,96,3,1,0,1
16,0,96,3,2,0,0
28,0,96,3,2,0,1
16,0,96,3,2,0,0
25,0,94,2,1,0,1
16,0,258,3,1,0,0
19,0,96,3,1,0,0
18,0,345,2,2,0,1
19,0,96,3,1,0,1
12,0,258,3,1,0,1
27,0,45,3,1,0,1
14,0,290,2,0,0,1
19,0,96,3,1,0,1
41,0,45,3,2,0,0
19,0,50,2,2,0,1
15,0,352,2,2,0,1
22,0,96,3,0,0,1
41,0,96,3,1,0,1
16,0,96,3,1,0,1
32,0,290,2,3,0,1
22,0,96,3,1,0,1
19,0,96,3,1,0,1
24,0,253,2,2,0,1
20,0,45,3,1,0,0
20,0,90,5,1,0,0
17,0,96,3,1,0,1
23,0,96,3,1,0,1
21,0,96,3,1,0,1
12,0,128,2,1,0,1
13,0,96,3,1,0,1
20,0,96,3,1,0,1
19,0,248,2,1,0,1
19,0,96,3,1,0,1
14,1,28,2,2,15,1
27,0,96,3,0,0,0
12,0,169,3,0,0,0
22,0,45,3,1,0,1
15,0,249,2,1,0,1
17,0,96,3,1,0,1
19,0,94,2,1,0,0
32,0,96,3,0,0,1
19,0,187,2,2,0,1
29,0,367,2,2,0,1
19,0,183,2,1,0,1
20,0,96,3,1,0,1
18,0,112,2,1,0,1
15,0,253,2,2,0,1
37,0,96,3,2,0,1
25,0,96,3,1,0,1
26,0,96,3,1,0,0
20,0,150,3,1,0,1
7,0,180,2,0,0,1
19,0,96,3,2,0,0
21,0,258,3,1,0,1
16,0,96,3,1,0,1
11,0,128,2,0,0,1
16,0,50,2,2,0,1
15,0,96,3,1,0,1
17,0,96,3,1,0,1
27,0,34,7,1,0,0
13,0,96,3,1,0,1
20,0,96,3,1,0,1
17,0,309,5,1,0,1
21,0,258,3,1,0,1
14,0,123,3,1,0,1
17,0,242,3,1,0,1
21,0,96,3,0,0,1
52,0,335,3,3,0,1
44,0,96,3,1,0,0
20,0,96,3,1,0,1
22,0,96,3,1,0,0
19,0,211,2,1,0,1
27,0,96,3,1,0,1
21,0,242,3,1,0,1
20,0,96,3,1,0,1
22,0,258,3,1,0,1
23,0,96,3,0,0,1
21,0,96,3,1,0,1
