"HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","NoOfCSS","NoOfEmptyRef","label"
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,1
1,1,1,1,1,0,26,20,1
1,1,0,0,0,0,2,1,1
1,1,1,1,1,0,2,0,1
1,1,0,0,1,0,8,1,1
1,1,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,7,4,1
1,1,0,1,0,0,29,1,1
0,1,0,1,0,0,32,5,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,13,1,1
0,0,0,0,1,0,3,7,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,1,1
1,0,0,0,0,0,7,0,1
1,1,1,1,1,0,4,6,1
1,1,0,0,0,0,2,0,0
0,0,1,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,5,2,1
1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,11,0,1
1,1,0,0,1,0,21,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,0,1
0,1,1,0,0,0,30,0,1
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,4,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9,1,1
1,1,1,1,1,1,11,11,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,13,9,1
1,1,0,0,0,0,4,3,1
1,0,0,0,1,0,4,0,1
1,1,1,0,0,0,39,3,1
0,0,0,0,1,0,1,0,1
1,1,1,0,1,0,12,12,1
1,0,0,0,0,0,3,0,1
0,0,0,0,0,0,7,0,1
1,1,0,0,0,1,20,0,1
1,1,0,0,0,0,2,5,1
1,1,1,1,1,0,33,0,1
0,1,0,0,0,0,14,0,1
1,1,0,0,0,0,17,8,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,1
1,0,0,0,1,0,2,0,1
0,0,0,0,0,0,1,0,0
1,0,1,1,1,0,3,0,1
0,1,0,0,0,0,4,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,2,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,6,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,10,0,1
1,1,0,0,0,0,15,4,1
0,0,0,0,0,0,10,15,1
1,0,1,0,0,0,1,1,0
1,1,0,0,1,0,11,0,1
1,0,0,0,0,0,3,0,1
1,1,0,0,1,0,10,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,5,15,1
1,0,0,0,0,0,10,0,1
1,0,0,0,0,0,8,0,1
1,1,0,0,0,0,13,2,1
1,1,0,0,0,0,8,1,1
1,1,0,1,0,0,2,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,5,0,1
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,3,6,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,0,1
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,15,1
1,1,1,0,1,0,18,4,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,5,9,1
1,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18,0,1
1,0,0,0,0,0,6,1,1
1,1,0,1,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,6,6,1
1,1,1,1,1,0,2,2,1
1,0,0,1,0,1,4,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,9,6,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,18,0,1
1,0,0,0,0,0,1,10,1
1,1,0,0,1,1,8,2,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,7,1,1
0,0,0,1,1,0,7,1,1
0,1,0,0,1,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,15,8,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,4,0,1
1,1,0,0,0,0,17,20,1
1,1,0,0,0,0,6,0,1
0,0,0,0,0,0,8,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,6,2,1
1,1,0,0,0,0,33,5,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,5,1,1
0,1,0,0,0,0,7,0,1
0,0,0,0,1,0,5,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,19,1,1
1,1,0,0,1,0,9,0,1
0,1,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,5,0,1
1,1,0,0,1,0,1,0,1
1,0,0,0,0,0,1,0,1
0,1,0,0,0,0,16,1,1
1,1,0,0,0,0,8,3,1
1,1,0,0,0,0,22,4,1
0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,8,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,4,0
1,1,0,0,0,0,29,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,12,6,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,1
1,1,0,0,0,0,8,5,1
1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,24,4,1
1,0,0,0,1,0,1,1,0
0,1,0,1,1,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,5,0,1
0,0,0,0,0,0,4,3,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,6,0,1
1,1,0,0,0,0,4,0,1
0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,6,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,21,3,1
1,0,0,0,0,0,2,0,1
1,1,1,0,0,0,39,9,1
1,1,0,0,0,0,8,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,15,12,1
1,1,1,1,1,0,10,0,1
1,0,0,0,1,0,1,0,1
1,0,0,0,0,0,4,0,1
0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,4,0,1
1,1,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,19,4,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,1
1,0,1,0,0,0,0,0,0
1,0,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,4,0,1
0,0,0,0,0,0,2,0,1
1,0,0,0,1,0,7,12,1
0,0,0,0,0,0,4,5,1
1,1,0,0,0,0,54,7,1
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,4,0,1
1,0,0,0,1,0,29,1,1
0,0,0,0,0,0,8,0,1
1,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,0
1,1,0,0,1,0,36,4,1
0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,5,14,1
0,0,0,0,0,0,0,0,1
1,1,1,0,0,0,2,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,6,52,1
1,1,0,0,0,0,33,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,2,0,1
0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,22,0,1
0,0,0,0,0,0,5,0,1
0,1,0,0,0,0,1,0,1
1,0,0,0,0,0,15,12,1
1,1,0,0,0,0,34,0,1
1,1,0,0,1,0,5,4,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,1,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11,0,1
1,1,0,0,0,0,22,1,1
1,0,0,0,0,0,9,5,1
0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,1,1
1,1,1,0,1,0,8,3,1
1,1,0,0,1,0,9,1,1
0,1,0,0,0,0,1,4,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,10,0,1
0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,20,1,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,1,1
1,1,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0
1,1,0,0,1,0,10,1,1
1,1,0,1,1,0,5,4,1
1,1,0,0,1,0,5,0,1
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,11,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,3,0,0
1,1,1,0,1,0,20,0,1
0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,14,11,1
1,1,0,0,1,0,8,5,1
1,1,0,0,0,0,9,0,1
1,0,0,1,1,0,8,0,1
0,1,0,0,1,0,15,6,1
0,0,0,0,0,0,1,0,0
0,1,0,0,1,0,12,1,1
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0
0,0,0,0,0,0,19,14,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,17,0,1
1,0,0,1,1,0,3,0,1
1,1,1,0,1,0,23,1,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,4,0,1
1,0,0,0,0,0,3,2,1
1,1,0,0,1,0,15,2,1
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,9,0,1
1,1,1,1,1,0,2,0,1
0,1,0,1,1,0,3,0,0
1,1,0,0,1,0,11,0,1
0,1,0,0,0,0,1,0,1
0,1,0,1,0,0,13,1,1
1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,26,12,1
1,1,1,0,1,0,21,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,11,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,1
1,1,0,0,0,0,4,0,1
1,1,0,0,0,0,16,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,21,1,1
0,0,0,0,0,0,1,0,1
0,0,0,0,1,0,4,1,1
0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,14,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,13,6,1
0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,9,1,1
1,1,1,1,1,0,6,1,1
1,0,0,0,1,0,2,0,1
1,0,1,0,0,0,1,0,0
1,0,0,0,1,0,2,0,1
1,1,0,0,0,0,14,11,1
0,0,0,0,0,0,16,7,1
1,1,1,0,0,0,20,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,23,22,1
0,1,0,0,1,0,2,0,1
0,1,0,0,0,0,4,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,1
0,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,2,0,0
1,1,0,0,0,0,18,4,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,1,0,1
1,1,0,0,0,0,19,4,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,5,12,1
1,1,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,3,1,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,3,3,1
1,1,1,0,0,0,15,0,1
1,1,1,0,1,0,8,7,1
1,1,0,0,0,0,9,13,1
1,0,0,0,0,0,16,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,2,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,5,0,1
1,1,0,0,0,0,56,8,1
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,44,0,1
1,0,0,0,0,0,26,2,1
1,1,0,0,0,0,12,0,1
1,0,0,0,0,0,5,0,1
0,0,0,0,0,0,6,0,1
0,0,0,0,0,0,17,3,1
0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,11,1,1
1,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,6,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,13,1,1
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,14,1,1
1,1,1,1,1,0,5,0,1
0,1,1,0,1,0,11,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,4,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,47,3,1
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,16,1
1,0,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1
0,1,1,0,0,0,0,0,0
0,1,1,0,1,0,12,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,5,0,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,4,4,1
0,1,0,1,0,0,14,58,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,3,2,1
1,1,1,1,0,0,7,0,1
1,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11,2,1
1,1,1,0,1,0,4,0,1
1,0,0,0,1,0,4,1,1
0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,3,0,1
1,1,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,14,0,1
1,1,0,0,0,0,6,2,1
1,1,0,0,1,0,2,0,1
0,1,0,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,9,1,1
0,0,0,0,0,0,7,1,1
1,0,0,0,0,0,1,0,0
1,1,0,0,0,0,9,4,1
0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,6,2,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,1
0,1,1,0,1,0,1,0,1
1,1,0,0,0,0,5,0,1
1,1,1,0,0,0,17,10,1
1,0,0,0,1,0,2,0,1
1,1,0,0,1,0,5,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,0,1
1,0,0,0,1,0,1,1,0
1,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,12,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,4,0,1
0,0,0,0,0,0,5,0,1
1,1,0,0,1,0,40,1,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,6,0,1
0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,3,5,0
0,1,0,0,1,0,22,0,1
1,1,1,0,0,0,0,0,0
1,0,0,0,0,0,16,0,1
1,0,0,0,0,0,9,2,1
0,1,1,1,1,0,42,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,1,1
0,1,1,0,1,0,15,0,0
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,6,0,1
0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,10,0,1
1,0,0,1,0,0,9,0,1
0,0,0,0,0,0,5,0,1
0,1,0,0,0,0,21,4,1
1,1,0,0,0,0,9,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,12,2,1
1,1,0,0,0,0,18,1,1
1,1,0,0,0,0,4,3,1
1,1,1,1,1,0,4,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,5,18,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,24,0,1
0,0,0,0,0,0,4,0,1
1,1,1,1,1,0,2,6,1
1,1,1,0,0,0,25,1,1
1,1,1,1,1,0,30,0,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7,6,1
1,1,0,0,1,0,74,2,1
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,3,0,1
0,1,0,0,0,0,11,3,1
1,1,0,0,1,0,1,1,1
1,1,1,0,0,0,4,0,1
1,1,0,0,0,0,9,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,3,2,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,10,1,1
1,1,0,0,0,0,6,0,1
0,1,0,1,0,0,13,0,1
1,1,0,0,0,0,10,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,1,1
1,1,0,1,1,0,17,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,1
1,1,0,0,1,0,1,1,1
0,1,0,0,0,0,23,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,6,1
0,1,0,0,1,0,2,10,1
0,1,0,0,0,0,6,3,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,13,4,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0
0,0,0,1,1,0,7,2,1
0,1,0,0,0,0,1,0,1
1,1,0,0,0,0,13,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,43,0,1
0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,4,0,1
1,1,1,0,0,0,1,0,0
1,1,1,0,0,0,2,0,1
0,0,0,0,0,0,15,0,1
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,4,1
0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,10,0,1
1,1,0,1,0,0,3,2,1
0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,3,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,4,3,1
0,0,0,0,0,0,4,3,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,4,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,3,1
0,0,0,0,0,0,9,0,1
0,1,0,0,1,1,4,4,1
1,0,0,0,0,0,6,0,1
0,1,0,0,1,0,7,0,1
1,0,0,0,1,0,5,1,1
1,1,0,0,1,0,49,2,1
0,0,0,1,0,0,20,9,1
1,0,1,0,0,0,12,1,0
1,1,0,1,1,0,45,2,1
1,0,0,1,0,0,10,0,1
1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,6,0,1
0,0,0,1,0,0,3,0,1
0,1,0,0,0,0,8,2,1
1,0,0,1,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,5,3,1
1,1,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,2,0,1
0,0,0,0,1,0,11,7,1
1,1,0,0,0,0,14,3,1
1,1,0,0,0,0,5,5,1
0,1,0,0,0,0,14,0,1
1,1,1,0,1,0,5,1,0
1,0,1,1,1,0,20,2,1
0,0,0,0,0,0,2,0,1
1,1,0,0,0,0,13,39,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,7,0,1
