"HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","NoOfCSS","NoOfEmptyRef","label"
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,14,1,1
1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,0,1
1,1,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,6,1,1
1,1,1,1,1,0,6,4,1
0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,4,0,1
1,1,0,0,0,0,3,0,1
1,1,0,0,0,0,3,3,1
1,1,0,0,0,0,1,0,1
1,1,1,0,1,0,35,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0
0,1,0,1,1,0,0,0,1
0,0,0,0,0,0,2,0,0
1,1,0,0,0,0,29,0,1
1,1,0,0,1,0,20,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,3,0,1
1,1,0,1,1,1,36,5,1
0,1,0,1,1,0,3,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,2,1,1
0,0,0,1,1,0,1,0,1
0,0,0,0,0,0,2,0,0
1,1,1,1,1,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,2,0,1
1,0,1,0,0,0,24,9,1
0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,6,0,1
1,1,0,0,0,0,15,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7,15,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,3,1,1
0,0,0,0,1,0,3,0,0
1,1,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,20,9,1
0,1,0,0,0,0,8,0,1
1,1,1,0,1,0,4,12,1
1,0,0,0,0,0,1,4,1
1,1,0,1,0,0,4,0,1
1,1,0,0,1,0,2,0,1
1,0,0,0,1,0,4,1,0
0,1,0,0,0,0,5,2,1
1,1,0,0,0,0,23,0,1
1,1,0,1,1,0,2,0,1
1,1,0,0,0,0,17,0,1
0,0,0,0,0,0,3,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,31,0,1
0,1,0,0,1,0,1,3,1
0,0,0,1,0,1,3,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,3,1
0,0,0,0,1,0,5,1,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,16,2,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,11,1
0,0,0,0,0,0,2,0,0
1,0,1,0,0,0,1,2,0
1,1,0,0,0,0,35,0,1
1,0,0,0,0,0,22,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,1,1
1,1,0,0,1,0,2,1,1
0,0,1,0,0,0,2,0,0
1,1,0,0,1,0,24,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,3,1,1
0,0,0,0,1,0,10,0,1
1,1,0,0,0,0,6,0,1
1,1,0,0,1,0,5,1,1
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,18,2,1
1,1,0,0,1,1,16,14,1
0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,2,0,0
0,0,0,1,0,0,0,5,1
0,0,0,0,0,0,3,0,0
1,1,1,0,1,0,33,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,34,6,1
1,1,1,0,0,0,37,9,1
1,1,0,0,0,0,32,2,1
0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,3,2,1
1,0,0,0,0,0,10,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,3,0,1
1,1,0,0,1,0,9,0,1
1,0,0,0,0,0,13,1,1
1,0,0,0,0,0,1,2,1
1,0,0,0,1,0,1,1,1
0,1,0,0,0,0,1,13,1
1,0,1,0,0,0,8,13,1
1,1,0,0,0,0,23,7,1
1,1,0,1,1,0,28,3,1
0,1,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,4,14,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,2,1
1,0,0,1,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,7,0,1
1,0,0,0,1,0,7,3,1
1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,27,0,1
1,0,0,0,0,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,1,0,1
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,9,0,1
0,0,0,0,1,0,0,0,0
1,1,1,1,1,0,4,238,1
0,1,0,0,0,0,2,0,1
1,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,5,58,1
1,1,0,0,1,1,59,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,11,2,1
0,0,0,0,0,0,1,0,1
1,1,1,0,0,0,9,5,1
0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,27,1,1
1,1,0,0,0,0,3,0,1
0,0,0,0,0,0,1,0,1
1,1,1,1,0,0,2,17,1
1,1,0,0,0,0,5,0,1
1,1,0,0,1,0,42,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,1
0,1,0,1,0,0,5,2,1
0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,20,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,8,0,1
0,0,0,0,1,0,7,1,1
0,1,0,0,0,0,7,10,1
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,14,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,6,0,1
1,0,0,0,0,1,8,3,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,5,0,1
0,0,0,0,0,0,3,0,1
0,0,0,0,0,1,2,0,1
1,0,0,0,0,0,7,3,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,13,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,15,10,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,3,1
0,1,0,0,1,0,6,0,1
0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,7,2,1
0,0,0,1,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,13,1,1
1,1,0,0,1,0,11,3,1
0,0,0,0,0,0,2,0,1
1,1,0,1,1,0,17,0,1
1,1,0,1,0,0,1,2,0
1,1,0,0,0,0,42,0,1
1,0,0,0,0,0,7,6,1
0,0,0,1,0,0,1,0,0
0,1,0,0,1,0,14,2,1
1,1,0,0,0,0,6,4,1
0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,25,2,1
1,0,0,0,1,0,7,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,2,2,0
1,1,0,0,0,0,1,0,0
1,1,0,0,1,0,8,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0
1,1,1,1,1,0,4,1,1
0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,3,3,0
1,1,1,1,1,0,2,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,9,21,1
1,0,1,1,1,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,2,0,0
1,1,1,0,0,0,125,16,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1
1,1,0,0,1,0,8,1,1
1,1,0,0,0,0,5,0,1
1,0,0,0,0,0,1,0,1
0,1,0,0,1,0,44,19,1
0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,32,21,1
1,1,1,0,0,0,6,1,1
1,0,0,0,0,0,2,1,1
0,1,1,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
0,1,0,1,1,1,15,4,1
1,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,4,0,1
1,0,0,0,0,0,1,0,1
1,1,0,0,1,0,58,0,1
1,1,0,0,0,0,1,0,1
0,1,0,1,1,0,3,0,0
1,1,1,1,1,0,72,237,1
1,0,0,0,0,0,21,7,1
1,1,0,1,1,0,1,1,1
0,0,0,0,0,0,2,11,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0
1,1,1,0,1,0,18,1,1
1,1,0,0,0,0,1,5,1
1,0,0,0,0,0,10,0,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,25,0,1
1,1,0,0,0,0,100,2,1
1,1,0,0,0,0,9,0,1
0,1,0,0,1,0,11,4,1
0,1,0,0,1,0,49,1,1
0,0,0,1,0,0,7,7,1
0,0,0,0,0,0,4,1,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,41,2,1
0,0,0,0,0,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,1,1
0,1,0,0,0,0,16,10,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,2,0,0
0,1,0,0,1,0,9,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,2,1
1,1,1,0,0,0,6,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,6,1,1
1,1,1,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,11,6,1
1,0,0,0,0,0,3,0,1
0,0,0,0,0,0,19,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,0,1
1,1,1,1,1,0,7,7,1
1,0,1,0,1,0,10,11,1
0,1,0,0,0,0,7,7,1
0,0,0,0,0,0,11,0,1
1,1,0,0,1,0,18,0,1
0,0,0,0,1,0,12,3,1
1,1,1,1,1,0,10,0,1
0,0,0,0,0,0,3,2,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,8,3,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,11,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,3,26,1
1,0,0,1,0,0,5,2,1
0,0,0,0,0,0,3,21,1
1,1,0,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,47,237,1
0,0,0,0,0,0,26,0,1
1,1,1,0,1,0,8,5,1
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,14,0,1
1,0,1,0,0,0,4,7,0
1,0,0,0,1,0,10,0,1
1,1,0,0,0,0,3,0,1
1,1,0,0,0,0,2,0,0
1,1,1,0,0,0,52,7,1
1,1,0,0,0,0,7,0,1
0,1,0,0,1,0,0,6,1
0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,107,0,1
1,1,0,0,0,0,15,0,1
1,0,0,1,0,0,5,4,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,26,1,1
0,0,0,0,0,0,2,5,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,1
0,0,0,0,0,0,6,0,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,2,0,0
1,0,0,1,0,0,1,0,1
0,0,0,0,0,0,8,0,1
1,1,1,1,1,0,3,5,1
0,0,0,0,0,0,12,0,1
0,0,0,0,0,0,2,0,1
1,1,0,0,1,1,64,7,1
0,0,0,0,0,0,4,0,1
1,1,0,0,0,0,1,1,1
1,1,0,0,0,0,0,0,1
1,1,0,0,0,0,7,3,1
1,1,0,1,0,0,15,1,1
0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,3,0,1
1,0,0,0,1,0,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1
1,0,0,0,0,0,21,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,1,1
0,0,0,0,0,0,3,0,1
1,1,0,0,0,0,57,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,1
0,0,0,0,0,0,4,0,1
1,1,1,0,0,0,2,1,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,9,0,1
0,1,0,0,0,0,8,0,0
1,1,0,0,1,0,24,2,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,0
1,1,0,0,1,0,5,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,34,0,1
0,0,0,0,0,0,2,0,1
1,0,1,0,0,0,9,7,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,1,1
0,0,0,0,0,0,3,1,1
1,1,0,0,0,0,16,5,1
1,0,0,0,0,0,1,0,1
0,1,0,0,0,0,3,0,1
0,1,0,0,1,0,34,0,1
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,66,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,6,0,1
0,1,0,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,0
0,0,0,0,0,0,3,0,0
0,0,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,7,0,1
0,0,0,0,0,0,2,32,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,11,0,1
1,1,0,0,0,0,8,0,1
1,1,1,1,0,0,6,2,0
0,0,0,0,1,0,26,1,1
0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,4,0,1
1,0,0,0,0,0,7,0,1
1,1,1,0,1,0,12,10,1
0,0,0,0,0,0,2,0,1
1,1,0,0,1,0,0,0,0
0,1,0,0,0,0,14,1,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,25,0,1
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0
1,1,0,1,0,0,2,4,1
0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,0,1
1,1,1,0,0,0,22,3,1
0,1,0,1,1,0,17,3,1
0,1,1,1,0,0,3,3,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,7,6,1
1,1,0,0,0,1,83,2,1
0,0,0,0,0,0,2,1,1
1,1,0,0,1,1,4,2,1
0,1,0,0,0,0,6,0,1
1,1,0,0,0,0,8,4,1
1,1,1,0,0,0,10,2,1
1,1,0,0,0,0,2,1,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,8,0,1
0,0,1,1,1,0,2,0,1
1,1,0,0,0,0,5,0,1
0,0,0,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,31,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,7,6,1
1,1,0,0,1,0,6,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,8,0,1
1,1,1,0,1,0,3,18,1
0,1,0,0,0,0,1,9,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,14,1,1
1,0,0,0,0,0,11,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,13,0,1
1,1,1,1,1,0,3,0,1
0,1,0,1,1,0,2,1,1
0,0,0,0,0,0,12,0,1
1,1,0,0,0,0,0,0,0
