"HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","NoOfCSS","NoOfEmptyRef","label"
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,5,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,16,0,1
1,0,0,0,1,0,1,2,1
1,0,0,0,0,0,7,0,1
0,0,0,1,1,0,2,0,1
0,0,0,0,0,0,3,0,0
1,1,0,0,1,0,16,3,1
1,0,1,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,9,2,1
1,0,0,0,0,0,1,0,0
0,1,0,1,1,0,6,0,1
1,1,0,0,0,0,12,5,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,0,0
1,1,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,22,3,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
1,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,13,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,0,0
1,0,0,0,0,0,2,5,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,1
0,1,0,1,1,0,3,0,0
1,0,0,0,0,0,23,4,1
0,0,0,0,0,0,1,34,1
0,1,0,0,0,0,6,0,1
1,1,0,0,0,0,1,1,1
0,1,0,1,1,0,4,10,1
1,1,0,0,1,0,6,358,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,0
1,1,0,0,0,0,8,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,19,14,1
0,0,0,0,0,0,14,2,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,3,1,1
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,11,3,1
0,0,0,1,1,0,1,43,0
1,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,37,5,1
1,1,0,0,0,0,2,0,0
1,1,0,0,0,0,11,1,1
1,0,1,0,0,0,36,4,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,3,1,1
0,0,0,0,0,0,13,10,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,20,1,1
0,0,0,0,0,0,3,1,1
0,1,0,1,1,1,2,0,1
0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,6,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,5,4,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,6,9,1
0,1,0,0,1,0,4,0,1
1,1,0,0,0,0,12,3,1
0,1,0,0,0,0,1,0,1
1,1,1,1,1,0,4,0,1
0,0,0,0,0,0,19,0,1
1,1,1,1,1,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1
1,0,0,0,0,0,7,1,1
1,1,0,0,1,1,6,2,1
1,1,0,0,0,0,8,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,3,1
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,9,0,1
1,1,0,1,1,0,2,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,1,5,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,5,0,1
1,1,1,0,0,0,7,3,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0
0,1,0,1,1,0,3,0,0
0,0,0,0,0,0,4,7,1
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,22,19,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0
0,1,0,1,1,0,4,1,1
1,1,0,0,0,0,1,2,1
1,1,0,0,0,0,10,3,1
0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,6,2,0
0,1,0,0,1,0,9,5,1
1,1,0,0,0,0,7,14,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,28,1,1
1,1,0,0,1,0,13,1,1
1,1,0,0,0,1,2,0,1
0,0,0,1,0,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,4,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,6,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,3,0,1
1,0,0,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,4,0,1
1,1,0,0,0,0,2,0,0
1,0,1,1,1,0,5,2,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0
1,1,0,0,1,0,35,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,7,3,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,32,1,1
0,0,0,0,0,0,2,0,1
1,1,0,0,0,0,4,3,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,15,6,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,0,1
0,0,0,0,0,0,8,3,1
0,1,0,0,0,0,15,5,1
1,1,1,0,1,1,1,10,1
0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,1,1
1,1,0,1,1,0,29,4,1
1,1,0,0,1,1,29,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,7,1
1,1,1,0,1,0,2,3,1
0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,5,2,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,19,7,1
0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
1,1,0,0,0,0,3,3,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,9,10,1
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,2,3,0
1,1,0,0,0,0,5,0,0
0,0,0,0,0,0,1,0,0
1,0,1,1,1,0,28,4,1
1,0,0,0,1,0,9,1,1
0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,2,0,1
1,1,0,0,0,0,2,0,1
1,1,0,0,0,0,3,0,1
1,0,0,0,0,0,8,0,1
0,1,0,1,1,0,3,0,0
1,1,0,1,0,0,6,0,1
0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,24,0,1
1,1,0,0,0,0,45,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,15,0,1
0,1,1,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,1
0,0,0,0,0,0,12,1,1
1,0,0,0,0,0,15,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,9,2,1
1,1,1,0,0,0,11,0,1
1,1,1,1,0,0,6,9,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0
1,0,0,0,0,0,3,0,0
0,1,0,1,1,0,3,0,0
0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,1
1,1,1,0,0,0,17,18,1
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,6,0,1
1,0,0,0,1,0,4,1,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,62,0,1
1,0,1,0,0,0,6,0,0
1,0,0,0,1,0,4,0,1
0,0,0,0,0,0,3,2,1
0,0,0,0,0,0,1,5,1
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,6,0,1
1,1,0,0,0,0,13,0,1
1,0,0,0,0,0,11,6,1
0,1,0,0,0,0,11,1,1
1,1,0,0,0,0,5,9,0
1,0,0,0,0,0,2,2,1
1,0,0,0,1,0,6,7,1
0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,0,1
1,1,0,0,0,0,11,5,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1
0,1,0,1,1,0,5,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,9,1,1
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,7,0,1
0,1,0,0,0,0,36,12,1
1,1,0,0,1,0,16,0,1
1,1,0,0,0,0,2,0,0
1,1,0,0,1,0,31,2,1
0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,11,2,1
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,13,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,0,1
1,1,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,10,0,1
1,1,0,0,0,0,1,0,1
0,1,0,1,0,0,18,0,1
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
1,1,1,0,1,0,2,0,1
0,1,0,0,1,0,17,0,0
1,1,0,0,0,0,3,1,1
1,1,0,0,0,0,13,10,1
1,1,0,0,0,1,7,0,1
1,0,0,0,0,0,4,0,1
1,1,0,0,0,0,1,5,1
0,0,0,0,0,0,6,0,1
1,0,0,1,0,0,16,4,1
1,0,0,0,0,0,5,0,1
1,0,0,0,0,0,7,0,1
1,0,0,0,1,0,4,0,1
1,0,0,0,0,1,6,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,1
0,1,0,0,0,0,1,6,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,8,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,14,1,1
0,0,0,0,1,0,5,0,1
0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,1
1,0,0,0,0,1,0,0,0
1,1,0,0,1,0,5,0,1
1,1,0,0,0,0,7,0,1
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9,0,1
0,1,0,0,0,1,5,0,1
1,1,0,0,0,0,45,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,25,10,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,4,0,1
1,0,0,0,1,0,5,43,1
0,0,0,1,1,0,9,42,1
0,1,0,0,1,1,7,16,1
1,0,0,0,1,0,15,3,1
1,0,0,0,0,0,14,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,0,1
0,1,0,0,0,0,1,6,1
1,1,0,0,0,0,11,0,1
1,0,1,0,0,0,0,0,1
0,0,0,0,0,0,7,0,1
0,1,0,0,0,0,1,0,1
0,0,0,1,1,0,7,0,1
1,1,0,0,1,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,26,0,1
0,0,0,0,0,0,2,0,1
1,1,1,0,0,0,10,6,1
1,1,0,0,0,0,4,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,2,2,0
0,0,0,0,0,0,4,0,1
1,1,0,0,0,0,15,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,1,0,1,0,1,0,0
1,1,0,0,1,0,3,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,65,0,1
0,0,0,0,0,0,1,0,1
0,1,0,1,1,0,3,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,5,0,1
1,1,0,1,1,0,11,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,179,1
1,0,0,0,0,0,1,0,0
1,1,0,1,0,0,15,13,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,0,1
0,0,0,0,1,0,1,0,1
1,0,0,0,0,0,1,0,0
1,1,1,0,1,0,5,6,1
0,1,0,1,1,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,6,0,1
0,1,0,0,1,0,16,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,4,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,1
1,0,0,0,0,0,3,12,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,1,1
0,0,0,0,0,0,7,0,1
1,1,0,0,1,0,1,0,1
0,0,0,0,0,0,10,1,1
0,0,0,0,0,0,3,0,1
0,1,0,0,0,0,4,17,1
1,1,0,0,1,0,22,0,1
0,0,0,0,0,0,1,4,1
1,1,0,0,1,0,83,5,1
1,0,0,0,0,0,18,7,1
0,0,0,0,0,0,1,0,0
1,1,0,0,1,1,4,3,1
1,1,1,0,1,0,15,0,1
0,0,0,0,1,0,18,10,1
1,1,0,0,0,0,2,11,1
0,0,0,0,0,0,10,1,1
0,0,0,1,0,0,4,0,0
1,0,0,0,0,0,5,2,1
0,1,0,1,0,0,9,7,1
1,1,0,0,0,0,3,4,1
1,1,0,0,1,0,0,6,1
1,1,0,1,1,0,2,3,1
1,0,0,1,0,0,1,7,1
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14,0,1
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,6,13,1
0,1,0,1,1,0,3,0,0
1,1,0,1,1,1,3,1,1
1,0,0,0,1,0,17,7,1
1,0,0,0,1,0,1,0,0
1,1,0,0,0,0,14,0,1
1,0,0,0,1,0,9,0,1
0,1,0,0,1,0,4,1,1
1,1,1,1,1,0,3,8,1
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,16,0,1
1,1,0,0,0,0,2,0,1
1,1,0,0,0,0,22,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,9,0,1
1,1,0,0,1,0,5,0,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,13,2,1
1,1,0,0,1,0,3,0,1
1,1,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,20,84,1
1,0,0,0,0,0,6,8,1
1,1,1,0,1,0,17,9,1
1,0,0,0,0,0,9,0,1
1,1,0,0,0,0,3,2,1
1,1,0,0,0,0,3,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,4,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,15,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,4,0,1
1,1,1,1,0,0,6,8,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,23,6,1
1,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,1,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,10,2,1
1,0,0,0,1,0,9,1,1
0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,13,0,1
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,13,0,1
1,0,0,0,0,0,2,0,1
1,1,0,0,0,0,2,0,0
1,1,0,0,0,0,11,0,1
0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,4,3,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,10,10,1
1,1,0,0,1,1,4,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14,29,1
0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,1,1,1
0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,13,8,1
1,1,0,1,0,0,1,3,1
1,0,1,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,31,8,1
0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,5,2,1
1,0,0,0,0,0,6,4,1
0,0,0,1,0,0,1,0,0
1,1,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,26,3,1
0,0,1,1,1,0,1,0,1
0,1,0,0,0,0,26,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1
1,1,0,0,0,0,14,0,1
1,1,1,0,0,0,32,2,1
1,1,0,0,0,0,27,11,1
1,0,0,0,0,0,2,1,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,9,0,1
1,1,0,1,1,0,7,0,1
0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,1,0,0
1,1,1,0,0,0,26,21,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,13,0,1
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,30,5,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,17,3,1
1,0,0,0,0,0,9,0,1
1,1,0,0,1,0,13,0,1
0,0,0,0,0,0,9,3,1
1,1,0,0,0,0,11,0,1
0,0,0,0,0,0,8,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,5,0,1
1,1,1,1,0,0,3,0,0
0,1,1,0,0,0,0,0,0
1,0,0,0,0,0,8,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,1,1
1,1,0,0,0,0,4,0,1
1,0,0,0,0,0,6,2,1
0,0,0,0,1,0,3,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,2,7,1
0,0,0,0,0,0,3,4,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,9,2,1
1,0,1,0,1,0,41,1,1
1,1,0,0,0,0,1,0,1
0,1,0,0,1,0,31,0,1
1,0,0,0,1,0,4,2,1
1,0,0,0,0,0,6,2,1
1,0,1,0,1,0,7,1,1
1,0,0,0,0,0,8,1,1
1,1,1,0,0,0,5,13,0
0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,15,1
1,1,0,0,0,0,62,14,1
1,1,0,1,0,0,25,1,1
1,1,0,1,1,1,41,0,1
0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,10,15,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,0
0,0,0,0,0,0,1,23,0
0,0,0,0,0,1,6,0,1
1,0,1,0,1,0,12,1,1
1,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,16,4,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,7,0,1
1,1,0,0,1,0,18,0,1
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,3,0,1
1,0,0,0,1,0,5,5,1
0,1,0,0,0,0,37,15,1
0,0,0,0,0,0,17,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,1
0,0,0,0,1,0,18,0,1
1,1,0,0,0,0,5,0,1
1,1,0,0,0,0,2,0,1
1,0,0,0,0,0,3,3,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,23,3,1
1,1,1,1,1,0,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,3,0,0
1,0,1,0,0,0,9,3,1
0,0,0,0,0,0,5,0,1
0,1,0,0,0,0,3,13,1
1,1,0,0,0,0,6,0,1
1,1,0,1,1,0,37,7,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,20,0,1
1,0,0,0,1,1,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,18,1,1
0,0,0,1,0,0,4,0,1
1,1,0,0,0,0,0,0,0
1,1,0,0,0,0,4,24,1
0,0,0,0,0,0,5,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,4,0,1
1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,6,3,1
1,0,0,0,0,0,11,6,1
0,1,0,0,0,0,2,1,1
1,1,0,0,0,0,21,2,1
1,1,1,0,1,0,3,0,0
1,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,6,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,3,3,1
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,4,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,9,37,1
0,0,0,1,0,1,4,31,1
1,1,0,0,0,0,4,0,1
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,15,3,1
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,6,0,0
1,1,0,0,0,0,3,0,1
0,0,0,0,0,0,9,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,7,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,12,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,1
0,0,0,1,0,0,5,4,1
1,1,0,0,0,0,16,1,1
1,1,0,0,0,1,3,0,1
0,1,0,0,0,0,14,1,1
1,1,0,1,0,0,11,3,1
1,1,0,0,0,0,43,14,1
1,1,0,0,0,0,4,0,1
1,1,1,1,0,0,2,21,0
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,7,0,1
1,1,0,0,1,0,12,9,1
1,0,0,0,0,0,5,1,1
1,0,0,0,0,1,3,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1
1,1,0,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,17,2,1
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,1,0,1
1,1,0,0,1,0,48,5,1
1,1,0,1,1,0,8,4,1
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,5,0,1
0,1,1,1,0,0,22,6,1
1,0,0,0,0,1,4,1,1
0,0,0,0,0,0,3,4,1
1,1,0,0,0,0,5,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,4,0,1
1,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,5,4,1
0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,3,9,1
0,0,0,0,0,0,10,31,1
1,1,1,0,1,0,8,6,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,1,0,0
0,0,0,0,1,0,2,5,1
1,0,0,1,0,0,2,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,7,10,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,11,3,1
0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
1,1,0,0,1,0,19,1,1
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
