"DomainLength","IsDomainIP","TLD","TLDLength","NoOfSubDomain","NoOfAmpersandInURL","HasTitle"
15,0,94,2,1,0,1
30,0,50,2,3,0,1
16,0,93,2,2,0,1
21,0,96,3,1,0,1
15,0,328,2,1,0,0
21,0,176,4,0,1,1
18,0,113,3,1,0,1
15,0,139,2,1,0,1
19,0,96,3,1,0,1
12,0,56,2,0,0,1
25,0,96,3,1,0,1
14,0,258,3,1,0,1
18,0,96,3,1,0,1
11,0,340,2,1,0,1
19,0,183,2,1,0,1
24,0,96,3,1,0,1
23,0,242,3,1,0,1
5,0,232,2,0,0,0
16,0,45,3,1,0,1
15,0,153,2,1,0,1
14,0,96,3,1,0,0
13,0,128,2,1,0,1
19,0,96,3,1,0,1
23,0,242,3,1,0,0
20,0,270,2,1,0,1
32,0,96,3,1,0,1
26,0,96,3,1,0,1
18,0,345,2,2,0,1
14,0,96,3,1,0,1
16,0,96,3,1,0,0
6,0,201,2,0,0,1
35,0,45,3,1,0,1
11,0,328,2,1,0,1
13,0,50,2,2,0,1
17,0,96,3,1,0,0
74,0,205,4,2,0,0
27,0,96,3,1,0,1
15,0,303,2,1,0,1
23,0,96,3,1,0,1
11,0,96,3,0,0,1
26,0,96,3,1,0,1
24,0,96,3,1,0,1
18,0,112,2,0,0,1
18,0,96,3,0,0,1
21,0,258,3,1,0,0
20,0,96,3,1,0,1
26,0,96,3,1,0,1
19,0,96,3,1,0,1
20,0,96,3,1,0,1
14,0,225,2,1,0,1
40,0,96,3,2,0,0
15,0,96,3,1,0,1
13,0,290,2,0,0,0
12,0,45,3,1,0,1
13,0,43,2,1,0,1
16,0,82,2,1,0,1
19,0,237,2,1,0,1
18,0,258,3,1,0,1
16,0,345,2,2,0,1
49,0,96,3,3,0,1
9,0,181,2,0,0,1
18,0,96,3,1,0,1
18,0,45,3,1,0,0
33,0,96,3,1,0,1
14,0,96,3,1,0,1
19,0,96,3,1,0,1
15,0,96,3,2,0,0
20,0,345,2,2,0,1
22,0,96,3,1,0,1
16,0,96,3,1,0,1
18,0,96,3,1,0,1
22,0,96,3,1,0,1
39,0,270,2,1,0,1
16,0,258,3,1,0,1
26,0,96,3,1,0,1
27,0,258,3,1,0,1
26,0,96,3,1,0,1
18,0,345,2,2,0,1
19,0,96,3,1,0,1
21,0,96,3,1,0,1
11,0,153,2,1,0,1
18,0,225,2,0,0,0
15,0,258,3,1,0,1
19,0,96,3,1,0,1
23,0,96,3,1,0,1
14,0,337,2,1,0,0
17,0,96,3,1,0,1
25,0,96,3,1,0,1
17,0,266,2,2,0,1
18,0,345,2,2,0,1
20,0,290,2,2,0,1
13,0,258,3,1,0,1
58,0,96,3,3,0,0
16,0,96,3,1,0,0
19,0,96,3,1,0,1
38,0,261,4,1,0,1
39,0,94,2,1,0,1
22,0,96,3,1,0,1
12,0,290,2,1,0,0
22,0,96,3,1,0,1
14,0,96,3,1,0,1
14,0,221,2,1,0,1
41,0,362,2,1,0,1
20,0,362,2,1,0,1
21,0,345,2,2,0,1
23,0,96,3,1,0,1
13,0,345,2,2,0,1
17,0,96,3,1,0,1
12,0,299,2,1,0,0
29,0,45,3,1,0,1
74,0,205,4,2,0,1
17,0,96,3,1,0,1
30,0,96,3,1,0,1
12,0,258,3,1,0,1
22,0,96,3,1,0,1
9,0,181,2,0,0,1
22,0,96,3,1,0,1
21,0,302,4,0,0,1
26,0,302,4,1,0,1
18,0,96,3,1,0,1
16,0,96,3,1,0,1
12,0,258,3,1,0,1
22,0,302,4,1,0,1
11,0,290,2,1,0,0
20,0,258,3,1,0,1
26,0,258,3,1,0,1
17,0,83,3,0,0,1
27,0,96,3,1,0,1
19,0,94,2,1,0,0
18,0,96,3,1,0,1
18,0,96,3,1,0,1
27,0,96,3,1,0,1
18,0,96,3,1,0,1
18,0,345,2,2,0,1
20,0,96,3,1,0,0
14,0,96,3,1,0,1
14,0,96,3,1,0,1
22,0,96,3,1,0,1
14,0,96,3,0,0,1
22,0,96,3,1,0,1
11,0,96,3,0,0,1
12,0,221,2,1,0,1
17,0,96,3,1,0,1
15,0,300,4,1,0,1
16,0,345,2,2,0,1
17,0,175,2,1,0,1
29,0,258,3,1,0,1
34,0,242,3,3,0,1
19,0,96,3,1,0,1
20,0,258,3,1,0,1
24,0,345,2,2,0,1
22,0,287,2,1,0,1
23,0,96,3,1,0,1
24,0,290,2,3,0,1
21,0,187,2,1,0,1
18,0,96,3,1,0,1
18,0,96,3,1,0,1
13,0,96,3,0,0,1
5,0,143,2,0,0,1
15,0,180,2,1,0,1
21,0,345,2,2,0,1
17,0,96,3,2,0,0
19,0,176,4,1,0,1
37,0,180,2,1,0,1
28,0,96,3,1,0,1
23,0,258,3,1,0,1
32,0,96,3,1,0,1
21,0,50,2,1,0,1
15,0,150,3,2,0,1
22,0,50,2,2,0,1
27,0,221,2,1,0,0
29,0,96,3,1,0,1
16,0,150,3,1,0,1
32,0,242,3,4,0,1
23,0,258,3,1,0,1
15,0,82,2,1,0,1
23,0,49,2,1,0,1
23,0,96,3,1,0,1
12,0,136,2,1,0,1
21,0,96,3,1,0,1
24,0,45,3,1,0,1
13,0,168,2,1,0,1
23,0,96,3,1,0,1
18,0,96,3,2,0,0
36,0,96,3,1,0,1
12,0,166,2,1,0,1
22,0,221,2,1,0,1
21,0,56,2,1,0,1
21,0,96,3,1,0,1
15,0,238,2,2,0,1
28,0,96,3,1,0,1
22,0,96,3,1,0,1
19,0,242,3,1,0,1
25,0,96,3,1,0,1
24,0,96,3,1,0,1
79,0,180,2,2,0,0
28,0,45,3,1,0,0
14,0,96,3,1,0,1
23,0,96,3,1,0,1
17,0,340,2,1,0,1
22,0,96,3,1,0,1
22,0,96,3,1,0,1
11,0,258,3,1,0,1
17,0,96,3,1,0,1
24,0,96,3,1,0,1
28,0,96,3,1,0,1
38,0,96,3,1,0,1
16,0,94,2,1,0,1
24,0,96,3,1,0,1
19,0,96,3,1,0,1
14,0,96,3,1,0,1
14,0,112,2,1,0,1
13,0,242,3,1,0,1
17,0,187,2,1,0,1
28,0,113,3,2,0,0
41,0,300,4,1,0,0
23,0,96,3,1,0,1
13,0,249,2,1,0,1
11,1,23,2,2,0,1
21,0,176,4,1,0,1
23,0,96,3,1,0,1
32,0,96,3,1,0,1
12,0,340,2,1,0,1
24,0,96,3,1,0,1
39,0,94,2,2,0,1
9,0,96,3,0,0,0
16,0,82,2,1,0,1
15,0,96,3,1,0,0
16,0,96,3,1,0,1
16,0,96,3,1,0,0
21,0,258,3,1,0,0
16,0,187,2,2,0,1
19,0,290,2,1,0,0
19,0,346,2,3,0,1
15,0,180,2,1,0,1
20,0,96,3,1,0,1
17,0,96,3,1,0,1
15,0,96,3,1,0,1
27,0,93,2,2,0,1
21,0,96,3,1,0,1
11,0,150,3,1,0,1
29,0,96,3,1,0,1
22,0,96,3,1,0,1
19,0,187,2,1,0,1
21,0,296,2,1,0,1
18,0,96,3,1,0,1
9,0,93,2,0,0,0
22,0,152,2,1,0,1
18,0,172,2,2,0,1
13,0,341,2,1,0,1
22,0,94,2,1,0,1
21,0,96,3,1,0,1
17,0,345,2,2,0,1
26,0,96,3,1,0,1
22,0,96,3,1,0,0
13,0,96,3,1,0,1
13,0,96,3,1,0,1
23,0,96,3,1,0,1
19,0,258,3,1,0,0
19,0,112,2,1,0,1
19,0,96,3,1,0,0
31,0,71,2,2,0,0
23,0,96,3,1,0,1
16,0,258,3,1,0,1
21,0,223,3,2,0,1
23,0,242,3,1,0,0
17,0,258,3,1,0,1
20,0,96,3,1,0,0
19,0,96,3,1,0,1
16,0,123,3,2,0,1
22,0,96,3,2,0,1
47,0,94,2,2,0,1
30,0,42,2,2,0,1
17,0,96,3,1,0,1
16,0,96,3,1,0,1
18,0,96,3,1,0,1
18,0,187,2,3,0,1
22,0,96,3,1,0,1
28,0,96,3,1,0,0
33,0,195,2,1,0,1
30,0,96,3,2,0,1
22,0,175,2,2,0,1
20,0,45,3,1,0,0
32,0,302,4,1,0,1
15,0,96,3,1,0,1
19,0,96,3,1,0,1
44,0,113,3,2,0,1
17,0,139,2,1,0,1
19,0,96,3,1,0,0
30,0,96,3,1,0,1
44,0,96,3,2,0,1
24,0,176,4,1,0,1
17,0,96,3,1,0,1
36,0,45,3,1,0,1
15,0,258,3,1,0,1
18,0,96,3,1,0,1
19,0,96,3,1,0,0
10,0,112,2,1,0,1
23,0,96,3,1,0,1
19,0,242,3,1,0,1
17,0,96,3,1,0,1
46,0,96,3,4,0,1
14,0,127,2,1,0,1
19,0,242,3,1,0,1
22,0,258,3,1,0,1
24,0,96,3,1,0,1
17,0,187,2,1,0,1
39,0,96,3,1,0,0
14,0,175,2,2,0,1
23,0,45,3,1,0,1
13,0,258,3,1,0,1
20,0,345,2,2,0,1
15,0,96,3,0,0,1
26,0,96,3,1,0,1
21,0,290,2,1,0,1
27,0,258,3,1,0,1
26,0,96,3,2,0,0
18,0,113,3,1,0,1
19,0,96,3,1,0,1
12,0,221,2,1,0,1
17,0,96,3,0,0,1
25,0,96,3,1,0,1
15,0,290,2,1,0,0
15,0,96,3,1,0,1
38,0,335,3,3,0,0
14,0,242,3,1,0,1
17,0,96,3,1,0,0
15,0,110,2,1,0,1
21,0,242,3,1,0,1
17,0,96,3,1,0,0
13,0,96,3,1,0,1
28,0,96,3,1,0,1
19,0,71,2,2,0,1
21,0,155,5,2,0,0
14,0,258,3,1,0,1
15,0,258,3,1,0,1
20,0,112,2,1,0,1
11,0,166,2,1,0,1
23,0,96,3,1,0,1
18,0,96,3,0,0,0
13,0,242,3,1,0,0
30,0,96,3,1,0,1
16,0,258,3,1,0,1
10,0,116,2,1,0,1
18,0,96,3,0,0,1
23,0,96,3,1,0,0
29,0,96,3,1,0,1
25,0,96,3,1,0,1
20,0,96,3,1,0,1
14,0,96,3,1,0,1
12,0,96,3,0,0,1
18,0,345,2,2,0,1
19,0,127,2,1,0,1
22,0,258,3,1,0,1
15,0,258,3,1,0,1
26,0,96,3,1,0,1
17,0,96,3,1,0,1
17,0,96,3,1,0,1
23,0,232,2,2,0,1
15,0,96,3,1,0,1
16,0,96,3,1,0,1
41,0,113,3,2,0,1
20,0,96,3,1,0,1
17,0,367,2,2,0,1
24,0,96,3,1,0,1
35,0,45,3,1,0,1
26,0,258,3,1,0,0
74,0,205,4,2,0,1
22,0,175,2,1,0,1
18,0,96,3,1,0,1
17,0,96,3,1,0,1
21,0,96,3,1,0,1
21,0,96,3,1,0,1
12,0,170,2,1,0,1
24,0,96,3,1,0,1
19,0,96,3,1,0,0
19,0,71,2,2,0,1
24,0,345,2,2,0,1
13,0,225,2,1,0,0
23,0,96,3,2,0,0
22,0,96,3,1,0,1
28,0,258,3,1,0,1
15,0,96,3,0,0,1
23,0,96,3,1,0,1
24,0,127,2,1,0,1
73,0,205,4,2,0,0
33,0,96,3,1,0,1
20,0,96,3,1,0,1
20,0,96,3,1,0,1
25,0,91,4,1,0,1
19,0,345,2,2,0,1
19,0,96,3,0,0,1
20,0,290,2,1,0,0
15,0,277,2,2,0,0
42,0,96,3,1,0,0
20,0,96,3,1,0,0
22,0,96,3,1,0,1
26,0,112,2,1,0,1
14,0,269,2,2,0,1
30,0,367,2,2,0,1
20,0,90,5,1,0,0
13,0,258,3,1,0,1
15,0,51,2,1,0,1
24,0,345,2,2,0,1
17,0,88,2,2,0,1
21,0,150,3,1,0,1
21,0,345,2,2,0,1
21,0,96,3,1,0,1
32,0,96,3,1,0,1
23,0,71,2,2,0,1
27,0,176,4,1,0,0
25,0,96,3,1,0,1
43,0,242,3,3,0,0
23,0,96,3,1,0,1
22,0,96,3,1,0,1
21,0,96,3,1,0,1
20,0,96,3,1,0,0
13,0,96,3,1,0,1
13,0,110,2,1,0,1
22,0,96,3,1,0,1
22,0,96,3,1,0,1
27,0,96,3,4,0,0
26,0,96,3,1,0,1
22,0,96,3,1,0,1
17,0,96,3,1,0,1
17,0,258,3,1,0,1
18,0,96,3,1,0,1
19,0,96,3,1,0,0
18,0,96,3,1,0,1
22,0,270,2,0,0,1
15,0,258,3,1,0,1
20,0,258,3,1,0,1
38,0,113,3,2,0,1
19,0,96,3,1,0,1
18,0,96,3,1,0,1
27,0,270,2,1,0,1
20,0,96,3,1,0,0
31,0,96,3,1,0,1
14,0,96,3,1,0,1
10,0,290,2,1,0,1
22,0,96,3,2,0,0
13,0,79,3,1,0,1
25,0,96,3,1,0,1
22,0,258,3,1,0,1
25,0,96,3,1,0,1
17,0,96,3,1,0,0
16,0,96,3,1,0,1
14,0,258,3,1,0,1
21,0,258,3,1,0,1
15,0,96,3,1,0,1
36,0,96,3,1,0,1
76,0,96,3,2,0,1
18,0,96,3,1,0,1
23,0,96,3,1,0,1
22,0,345,2,2,0,1
20,0,96,3,1,0,1
20,0,345,2,2,0,1
17,0,150,3,2,0,1
15,0,258,3,1,0,1
20,0,96,3,1,0,1
20,0,96,3,1,0,1
10,0,75,2,1,0,1
39,0,258,3,1,0,1
7,0,180,2,0,0,1
29,0,96,3,1,0,1
16,0,96,3,1,0,0
18,0,96,3,1,0,1
15,0,258,3,1,0,1
39,0,113,3,2,0,0
25,0,96,3,1,0,1
18,0,258,3,1,0,0
15,0,96,3,1,0,1
17,0,96,3,1,0,1
44,0,96,3,1,0,1
19,0,45,3,1,0,0
18,0,96,3,1,0,1
10,0,96,3,0,0,1
12,0,335,3,0,0,1
12,0,75,2,1,0,1
16,0,96,3,1,0,1
16,0,128,2,1,0,1
12,0,112,2,1,0,1
16,0,258,3,1,0,1
14,0,96,3,1,0,1
82,0,90,5,3,0,1
26,0,45,3,1,0,1
14,0,345,2,2,0,1
20,0,136,2,0,0,1
18,0,112,2,1,0,1
39,0,180,2,1,0,1
27,0,242,3,2,0,0
13,0,82,2,1,0,1
37,0,96,3,1,0,1
20,0,150,3,1,0,1
27,0,176,4,1,0,0
12,0,150,3,1,0,1
16,0,96,3,1,0,1
22,0,289,2,3,0,1
23,0,96,3,1,0,0
28,0,96,3,1,0,1
22,0,96,3,1,0,0
18,0,110,2,1,0,1
16,0,187,2,2,0,1
22,0,96,3,1,0,1
17,0,96,3,1,0,1
19,0,187,2,2,0,1
19,0,150,3,1,0,1
28,0,96,3,1,0,1
18,0,96,3,1,0,1
19,0,96,3,1,0,1
22,0,96,3,1,0,1
18,0,96,3,1,0,1
20,0,96,3,1,0,0
16,0,345,2,1,0,1
20,0,71,2,2,0,1
16,0,96,3,1,0,1
20,0,96,3,3,0,1
21,0,96,3,1,0,1
20,0,96,3,0,0,1
20,0,96,3,1,0,1
18,0,137,3,2,0,1
25,0,96,3,2,0,0
25,0,345,2,2,0,1
28,0,96,3,1,0,1
28,0,356,7,2,0,1
19,0,96,3,1,0,1
17,0,96,3,1,0,1
74,0,205,4,2,0,1
18,0,258,3,1,0,1
39,0,258,3,1,0,1
28,0,45,3,1,0,1
15,0,96,3,1,0,1
18,0,96,3,1,0,1
25,0,71,2,2,0,1
14,0,96,3,1,0,1
14,0,140,5,1,0,1
22,0,96,3,0,2,1
13,0,258,3,1,0,1
15,0,96,3,1,0,0
24,0,96,3,1,0,1
22,0,176,4,0,0,0
25,0,96,3,1,0,1
22,0,96,3,1,0,1
26,0,96,3,0,0,1
26,0,96,3,1,0,1
25,0,180,2,1,0,1
14,0,258,3,1,0,1
25,0,96,3,0,0,0
15,0,242,3,1,0,1
12,0,191,2,1,0,1
17,0,96,3,1,0,1
19,0,96,3,1,0,1
18,0,45,3,1,0,1
26,0,96,3,1,0,1
15,0,258,3,1,0,1
18,0,50,2,3,0,1
24,0,96,3,1,0,1
17,0,96,3,1,0,1
17,0,96,3,1,0,1
16,0,96,3,1,0,1
14,0,345,2,2,0,1
29,0,113,3,2,0,0
18,0,96,3,1,0,1
23,0,96,3,1,0,1
20,0,187,2,2,0,1
20,0,96,3,1,0,1
34,0,94,2,2,0,1
26,0,96,3,1,0,1
10,0,220,2,1,0,1
16,0,364,3,1,0,0
34,0,96,3,2,0,1
25,0,175,2,2,0,0
18,0,96,3,1,0,1
21,0,171,2,1,0,1
19,0,94,2,1,0,0
19,0,96,3,1,0,1
19,0,96,3,1,0,1
13,0,96,3,1,0,1
20,0,96,3,1,0,0
21,0,50,2,2,0,1
14,0,96,3,1,0,1
13,1,22,3,2,0,1
18,0,258,3,1,0,1
15,0,187,2,2,0,1
26,0,96,3,1,0,1
14,0,96,3,1,0,1
17,0,96,3,1,0,1
13,1,29,2,2,15,1
25,0,96,3,1,0,1
17,0,258,3,1,0,1
18,0,258,3,1,0,1
11,0,96,3,0,0,1
23,0,343,2,1,0,0
14,0,42,2,1,0,1
12,0,96,3,1,0,1
15,0,345,2,2,0,0
13,0,96,3,1,0,1
19,0,96,3,1,0,1
24,0,96,3,1,0,1
30,0,345,2,2,0,0
14,0,227,2,2,0,1
19,0,96,3,1,0,1
54,0,94,2,1,0,1
18,0,96,3,1,0,1
14,0,96,3,1,0,1
21,0,71,2,3,0,1
15,0,96,3,1,0,1
22,0,71,2,2,0,0
18,0,45,3,1,0,1
18,0,88,2,1,0,1
20,0,112,2,1,0,1
19,0,345,2,2,0,1
16,0,96,3,1,0,1
22,0,45,3,1,0,1
17,0,96,3,1,0,1
11,0,96,3,0,0,1
21,0,150,3,2,0,1
8,0,88,2,0,0,1
14,0,340,2,1,0,1
28,0,345,2,2,0,1
37,0,180,2,1,0,1
29,0,290,2,2,0,1
26,0,96,3,1,0,0
22,0,96,3,1,0,1
18,0,298,2,2,0,1
12,0,96,3,1,0,0
15,0,96,3,1,0,1
34,0,113,3,2,0,0
16,0,96,3,1,0,1
15,0,96,3,1,0,1
24,0,96,3,1,0,1
16,0,96,3,1,0,1
19,0,96,3,1,0,1
41,0,113,3,2,0,1
22,0,96,3,1,0,1
20,0,96,3,1,0,1
17,0,56,2,1,0,1
31,0,258,3,1,0,1
22,0,96,3,1,0,1
20,0,205,4,1,0,1
31,0,96,3,1,0,1
18,0,96,3,1,0,1
23,0,96,3,0,0,1
19,0,96,3,1,0,0
12,0,221,2,1,0,0
16,0,211,2,1,0,1
39,0,113,3,2,0,0
19,0,96,3,1,0,1
18,0,96,3,1,0,1
21,0,96,3,1,0,1
18,0,96,3,1,0,1
15,0,180,2,1,0,1
20,0,290,2,2,0,1
16,0,345,2,2,0,1
23,0,270,2,1,0,1
26,0,94,2,1,0,1
22,0,48,4,1,0,1
16,0,96,3,1,0,1
16,0,45,3,1,0,0
36,0,96,3,1,0,1
27,0,123,3,2,0,1
16,0,96,3,1,0,1
13,0,258,3,1,0,1
23,0,242,3,1,0,0
14,0,175,2,2,0,1
17,0,52,2,2,0,1
17,0,96,3,1,0,0
23,0,358,3,1,1,1
19,0,96,3,1,0,1
19,0,96,3,1,0,1
25,0,183,2,1,0,1
19,0,258,3,1,0,1
25,0,96,3,1,0,1
22,0,96,3,1,0,1
33,0,96,3,1,0,1
12,0,258,3,1,0,1
18,0,225,2,1,0,1
15,0,258,3,1,0,1
24,0,96,3,1,0,1
17,0,96,3,1,0,1
18,0,346,2,1,0,0
21,0,96,3,1,0,1
14,0,96,3,1,0,1
25,0,96,3,1,0,1
17,0,96,3,1,0,1
18,0,96,3,0,0,0
16,0,94,2,0,0,1
27,0,96,3,1,0,1
24,0,175,2,1,0,1
5,0,141,2,0,0,1
11,0,123,3,1,0,1
20,0,91,4,2,0,1
16,0,258,3,1,0,1
16,0,242,3,1,0,1
18,0,96,3,1,0,1
23,0,345,2,2,0,1
10,0,110,2,1,0,1
16,0,176,4,1,0,1
18,0,96,3,1,0,1
22,0,96,3,1,0,1
21,0,345,2,2,0,1
20,0,96,3,1,0,1
15,0,96,3,1,0,0
21,0,96,3,1,0,1
31,0,96,3,1,0,1
49,0,96,3,1,0,0
18,0,187,2,2,0,1
21,0,242,3,1,0,1
13,0,80,2,1,0,1
15,0,96,3,1,0,1
19,0,96,3,1,0,1
16,0,94,2,1,0,1
19,0,96,3,1,0,1
15,0,96,3,1,0,1
12,0,120,2,1,0,1
15,0,96,3,1,0,1
14,0,170,2,1,0,1
37,0,96,3,1,0,1
14,0,96,3,1,0,1
19,0,136,2,1,0,1
25,0,119,8,1,0,0
21,0,91,4,2,0,1
12,0,123,3,1,0,1
24,0,128,2,1,0,1
25,0,258,3,1,0,1
14,0,242,3,1,0,1
26,0,89,5,2,0,0
55,0,96,3,2,0,1
23,0,96,3,1,0,1
13,0,258,3,1,0,1
21,0,183,2,1,0,1
21,0,50,2,2,0,1
42,0,242,3,4,0,1
34,0,96,3,1,0,1
18,0,136,2,1,0,0
19,0,258,3,1,0,1
28,0,96,3,1,0,1
24,0,96,3,1,0,1
17,0,270,2,1,0,1
13,0,112,2,1,0,1
20,0,96,3,1,0,1
26,0,96,3,1,0,1
23,0,242,3,1,0,1
18,0,45,3,1,0,1
17,0,96,3,1,0,1
16,0,96,3,1,0,1
21,0,112,2,1,0,1
14,0,96,3,1,0,0
21,0,251,2,1,0,1
36,0,96,3,1,0,1
21,0,96,3,1,0,1
15,0,96,3,1,0,1
17,0,96,3,1,0,0
36,0,96,3,1,0,1
14,0,335,3,0,0,1
22,0,258,3,1,0,1
20,0,84,2,1,0,1
20,0,258,3,1,0,1
41,0,113,3,2,0,1
15,0,96,3,1,0,1
10,0,96,3,1,0,1
35,0,96,3,2,0,1
25,0,96,3,1,0,1
23,0,50,2,2,0,1
39,0,300,4,3,0,0
28,0,96,3,2,0,0
17,0,96,3,1,0,1
20,0,96,3,1,0,1
29,0,96,3,1,0,1
39,0,96,3,1,0,1
28,0,96,3,2,0,1
28,0,96,3,1,0,1
17,0,96,3,1,0,1
16,0,258,3,1,0,1
11,0,56,2,1,0,1
15,0,96,3,1,0,1
21,0,242,3,1,0,1
22,0,96,3,1,0,0
17,0,48,4,1,0,1
22,0,206,4,2,0,1
15,0,96,3,1,0,1
37,0,180,2,1,0,1
28,0,364,3,2,0,0
13,0,258,3,1,0,1
11,0,96,3,0,0,1
16,0,96,3,1,0,1
20,0,96,3,1,0,1
19,0,96,3,0,0,1
11,0,152,2,1,0,0
22,0,96,3,1,0,1
12,0,75,2,1,0,1
28,0,221,2,1,0,1
10,0,153,2,1,0,1
17,0,242,3,1,0,1
12,0,258,3,1,0,1
21,0,180,2,2,0,0
15,0,96,3,1,0,1
21,0,96,3,1,0,1
21,0,96,3,1,0,1
24,0,94,2,2,0,1
15,0,258,3,1,0,1
21,0,96,3,1,0,1
21,0,96,3,1,0,1
24,0,96,3,1,0,1
21,0,96,3,1,0,1
35,0,45,3,1,0,1
14,0,139,2,1,0,1
24,0,96,3,1,0,1
13,0,258,3,1,0,1
7,0,180,2,0,0,1
