"DomainLength","IsDomainIP","TLD","TLDLength","NoOfSubDomain","NoOfAmpersandInURL","HasTitle"
41,0,45,3,1,0,0
17,0,298,2,2,0,1
17,0,96,3,0,0,1
14,0,183,2,1,0,1
33,0,180,2,1,0,1
26,0,96,3,1,0,1
29,0,96,3,1,0,1
26,0,96,3,1,0,1
20,0,290,2,2,0,1
20,0,112,2,1,0,1
22,0,242,3,1,0,1
21,0,96,3,1,0,1
37,0,242,3,4,0,0
24,0,96,3,1,0,1
15,0,96,3,1,0,1
36,0,96,3,1,0,1
23,0,96,3,1,0,1
18,0,96,3,0,0,1
33,0,45,3,1,0,1
27,0,258,3,1,0,1
23,0,270,2,1,0,1
12,0,290,2,1,0,1
15,0,96,3,1,0,1
19,0,45,3,1,0,1
28,0,96,3,1,0,1
20,0,96,3,1,0,1
19,0,46,2,2,0,1
33,0,96,3,3,0,1
11,0,258,3,1,0,1
16,0,96,3,1,0,1
17,0,96,3,1,0,1
31,0,96,3,0,0,1
22,0,96,3,1,0,1
23,0,96,3,1,0,1
16,0,41,2,1,0,1
15,0,82,2,1,0,1
17,0,96,3,1,0,1
26,0,96,3,1,0,1
15,0,183,2,1,0,1
15,0,345,2,2,0,1
17,0,96,3,1,0,1
24,0,258,3,1,0,1
76,0,96,3,2,0,0
16,0,276,2,1,0,1
24,0,47,3,2,0,1
35,0,94,2,2,0,1
12,0,175,2,1,0,1
15,0,35,2,0,0,1
24,0,45,3,1,0,1
19,0,94,2,1,0,1
15,0,162,2,1,0,1
20,0,258,3,2,0,0
12,0,123,3,1,0,1
49,0,261,4,3,0,0
14,0,123,3,2,0,1
13,0,96,3,1,0,1
24,0,96,3,1,0,1
40,0,96,3,1,0,0
20,0,45,3,1,0,1
32,0,64,3,1,0,1
43,0,113,3,1,0,1
23,0,302,4,1,0,1
36,0,94,2,1,0,1
18,0,96,3,1,0,1
18,0,96,3,1,0,1
26,0,96,3,1,0,1
19,0,96,3,1,0,0
10,0,345,2,0,0,0
20,0,124,2,1,0,1
25,0,96,3,1,0,1
33,0,94,2,2,0,1
21,0,183,2,1,0,1
13,0,200,2,1,0,1
16,0,116,2,1,0,0
17,0,96,3,1,0,1
19,0,96,3,1,0,1
23,0,96,3,1,0,1
16,0,96,3,1,0,1
27,0,96,3,3,0,1
13,0,128,2,1,0,0
18,0,71,2,2,0,1
23,0,96,3,1,0,1
20,0,345,2,2,0,1
18,0,96,3,1,0,1
20,0,290,2,2,0,1
13,0,290,2,2,0,1
22,0,96,3,1,0,1
12,0,65,3,1,0,1
15,0,258,3,1,0,1
18,0,96,3,1,0,0
38,0,45,3,1,0,0
14,0,258,3,1,0,1
47,0,94,2,2,0,1
14,0,96,3,1,0,1
17,0,264,2,2,0,0
22,0,258,3,1,0,1
43,0,113,3,2,0,0
17,0,96,3,1,0,1
38,0,96,3,1,0,1
15,0,88,2,1,0,1
15,0,258,3,1,0,1
23,0,345,2,2,0,1
21,0,183,2,1,0,1
14,0,96,3,1,0,1
18,0,242,3,1,0,1
15,0,180,2,1,0,1
21,0,96,3,1,0,1
19,0,96,3,1,0,1
19,0,191,2,2,0,1
18,0,258,3,1,0,1
28,0,96,3,1,0,1
25,0,94,2,2,0,1
18,0,96,3,1,0,1
74,0,205,4,2,0,1
7,0,180,2,0,0,1
16,0,96,3,1,0,1
10,0,153,2,1,0,1
11,0,128,2,1,0,1
14,0,96,3,1,0,1
37,0,113,3,2,0,0
16,0,96,3,1,0,1
20,0,290,2,2,0,1
28,0,96,3,1,0,1
23,0,96,3,0,0,1
25,0,96,3,1,0,1
16,0,253,2,2,0,1
19,0,112,2,1,0,0
74,0,205,4,2,0,1
16,0,258,3,1,0,1
24,0,345,2,2,0,1
18,0,258,3,1,0,1
21,0,96,3,1,0,1
21,0,96,3,1,0,1
19,0,176,4,1,0,1
25,0,96,3,1,0,1
21,0,345,2,2,0,1
20,0,96,3,1,0,0
34,0,94,2,1,0,1
20,0,112,2,1,0,1
17,0,96,3,1,0,1
19,0,56,2,1,0,1
43,0,94,2,1,0,1
17,0,296,2,1,0,1
19,0,96,3,1,0,1
19,0,341,2,3,0,1
19,0,96,3,1,0,0
22,0,96,3,1,0,1
14,0,96,3,1,0,1
19,0,96,3,1,0,1
18,0,96,3,1,0,1
12,0,139,2,1,0,1
11,0,242,3,1,0,1
20,0,96,3,1,0,0
17,0,96,3,1,0,1
29,0,96,3,2,0,1
20,0,96,3,1,0,1
39,0,96,3,1,0,1
18,0,225,2,1,0,1
18,0,251,2,2,0,1
29,0,96,3,1,0,1
5,0,232,2,0,0,1
22,0,96,3,1,0,1
4,0,350,2,0,0,0
45,0,113,3,2,0,0
19,0,345,2,2,0,1
24,0,345,2,2,0,1
21,0,96,3,1,0,1
35,0,96,3,1,0,1
30,0,345,2,2,0,1
18,0,45,3,1,0,1
33,0,96,3,1,0,0
14,0,45,3,1,0,0
7,0,180,2,0,0,1
22,0,290,2,1,0,1
26,0,96,3,0,0,0
38,0,113,3,2,0,0
19,0,108,5,1,0,1
32,0,345,2,2,0,1
18,0,56,2,1,0,1
31,0,96,3,1,0,1
12,0,136,2,1,0,1
32,0,221,2,1,0,1
14,0,112,2,1,0,1
24,0,96,3,2,0,0
14,0,112,2,0,0,0
17,0,258,3,1,0,1
18,0,258,3,1,0,0
15,0,269,2,2,0,1
23,0,258,3,1,0,1
25,0,183,2,1,0,1
11,0,296,2,0,0,0
23,0,96,3,1,0,1
14,0,71,2,2,0,1
13,0,96,3,1,0,1
20,0,45,3,1,0,1
17,0,180,2,1,0,1
15,0,96,3,1,0,1
25,0,96,3,1,0,1
20,0,266,2,2,0,1
16,0,96,3,1,0,1
15,0,96,3,1,0,1
19,0,296,2,1,0,1
31,0,96,3,1,0,1
25,0,46,2,2,0,1
14,0,96,3,1,0,1
28,0,96,3,1,0,0
21,0,213,2,1,0,1
15,0,139,2,1,0,1
23,0,258,3,1,0,1
23,0,96,3,1,0,1
19,0,258,3,1,0,1
13,0,242,3,1,0,1
15,0,96,3,1,0,0
28,0,96,3,2,0,0
35,0,96,3,1,0,1
29,0,96,3,1,0,1
22,0,96,3,1,0,1
26,0,258,3,1,0,1
24,0,96,3,1,0,1
20,0,258,3,1,0,1
32,0,96,3,1,0,1
30,0,361,5,1,0,0
23,0,258,3,1,0,1
14,0,290,2,1,0,0
20,0,96,3,1,0,1
15,0,96,3,1,0,1
12,0,123,3,1,0,1
22,0,96,3,0,0,1
19,0,96,3,1,0,1
14,0,278,2,2,0,1
16,0,172,2,2,0,1
15,0,258,3,1,0,1
6,0,216,2,0,0,1
40,0,113,3,2,0,0
21,0,96,3,1,0,1
14,0,96,3,1,0,1
14,0,96,3,1,0,1
24,0,94,2,2,0,1
32,0,96,3,1,0,1
23,0,112,2,1,0,1
16,0,65,3,1,0,0
43,0,113,3,1,0,1
17,0,96,3,1,0,1
11,0,49,2,0,0,0
30,0,96,3,1,0,1
19,0,96,3,1,0,1
14,0,96,3,1,0,1
15,0,96,3,1,0,0
22,0,96,3,1,0,1
28,0,345,2,2,0,1
20,0,96,3,1,0,1
12,0,258,3,1,0,1
14,0,139,2,1,0,1
25,0,258,3,1,0,1
21,0,276,2,1,0,1
20,0,112,2,1,0,1
18,0,123,3,2,0,1
16,0,96,3,1,0,1
16,0,237,2,1,0,0
18,0,45,3,1,0,1
14,0,96,3,1,0,1
19,0,290,2,0,0,1
22,0,94,2,2,0,1
29,0,367,2,2,0,1
17,0,225,2,1,0,1
20,0,258,3,1,0,1
19,0,96,3,1,0,1
21,0,270,2,1,0,1
14,0,170,2,1,0,1
20,0,96,3,1,0,1
21,0,96,3,1,0,1
23,0,96,3,1,0,1
19,0,187,2,2,0,1
20,0,96,3,1,0,1
29,0,96,3,1,0,1
32,0,258,3,1,0,1
24,0,96,3,1,0,1
23,0,50,2,2,0,0
13,0,96,3,1,0,1
12,0,169,3,0,0,0
19,0,270,2,1,0,1
16,0,96,3,1,0,1
26,0,112,2,1,0,1
12,0,242,3,1,0,0
26,0,96,3,1,0,1
16,0,96,3,1,0,1
23,0,258,3,1,0,1
15,0,180,2,1,0,1
16,0,258,3,1,0,1
26,0,94,2,2,0,1
36,0,96,3,1,0,1
7,0,180,2,0,0,1
18,0,45,3,1,0,0
26,0,221,2,1,0,1
28,0,96,3,1,0,1
17,0,96,3,1,0,1
22,0,96,3,2,0,1
12,0,290,2,1,0,1
10,0,96,3,0,0,1
24,0,96,3,1,0,0
27,0,96,3,1,0,1
20,0,290,2,2,0,1
24,0,96,3,1,0,1
33,0,94,2,2,0,1
16,0,258,3,1,0,1
28,0,96,3,1,0,1
28,0,96,3,1,0,1
50,0,96,3,3,0,0
7,0,332,2,0,0,1
14,0,96,3,1,0,0
31,0,258,3,1,0,1
25,0,45,3,1,0,1
19,0,96,3,1,0,1
15,0,96,3,1,0,1
26,0,96,3,1,0,1
31,0,96,3,0,0,1
16,0,263,5,1,0,1
21,0,64,3,0,0,1
17,0,96,3,1,0,1
23,0,345,2,3,0,1
17,0,96,3,1,0,1
14,0,346,2,1,0,1
22,0,258,3,1,0,1
15,0,96,3,1,0,1
25,0,96,3,1,0,1
24,0,96,3,1,0,1
20,0,96,3,1,0,1
23,0,96,3,1,0,1
21,0,96,3,1,0,0
23,0,258,3,1,0,1
28,0,96,3,1,0,1
15,0,134,2,1,0,1
18,0,96,3,1,0,1
19,0,71,2,2,0,1
11,0,96,3,1,0,1
14,0,187,2,1,0,1
18,0,96,3,1,0,1
16,0,96,3,1,0,1
9,0,43,2,1,0,1
76,0,96,3,2,0,1
25,0,170,2,2,0,1
16,0,228,4,1,0,1
28,0,96,3,1,0,1
16,0,96,3,1,0,1
14,0,96,3,1,0,1
16,0,242,3,1,0,1
26,0,96,3,1,0,1
15,0,96,3,1,0,0
20,0,345,2,2,0,1
73,0,205,4,2,0,1
25,0,96,3,1,0,1
19,0,96,3,1,0,0
25,0,96,3,1,0,1
19,0,96,3,0,0,0
15,0,248,2,1,0,1
11,0,290,2,1,0,1
15,0,253,2,2,0,1
15,0,258,3,1,0,1
15,0,96,3,1,0,1
17,0,96,3,2,0,0
19,0,187,2,2,0,1
32,0,96,3,1,0,1
32,0,96,3,1,0,1
23,0,258,3,1,0,1
76,0,96,3,2,0,1
25,0,176,4,1,0,1
15,0,96,3,1,0,1
21,0,96,3,1,0,1
4,0,170,2,0,0,0
30,0,302,4,1,0,1
21,0,258,3,1,0,1
29,0,96,3,1,0,1
16,0,96,3,1,0,0
24,0,112,2,1,0,1
24,0,96,3,1,0,1
14,0,248,2,1,0,0
29,0,221,2,1,0,1
19,0,96,3,1,0,1
19,0,50,2,2,0,1
13,0,258,3,1,0,1
23,0,258,3,1,0,1
34,0,96,3,1,0,1
17,0,96,3,1,0,0
19,0,96,3,1,0,1
10,0,49,2,1,0,1
23,0,96,3,1,0,1
14,0,96,3,1,0,1
14,0,96,3,1,0,1
17,0,96,3,1,0,1
31,0,96,3,1,0,1
19,0,96,3,0,0,1
22,0,45,3,1,0,1
21,0,112,2,1,0,1
17,0,137,3,2,0,1
24,0,96,3,1,0,1
24,0,96,3,1,0,1
16,0,128,2,1,0,1
23,0,96,3,1,0,1
18,0,96,3,1,0,1
29,0,96,3,1,0,1
42,0,93,2,3,0,0
18,0,82,2,1,0,1
17,0,96,3,1,0,1
13,0,96,3,1,0,1
18,0,96,3,1,0,1
22,0,96,3,1,0,1
35,0,94,2,1,0,1
22,0,123,3,2,0,1
23,0,96,3,1,0,1
20,0,96,3,1,0,1
18,0,96,3,1,0,1
24,0,56,2,1,0,1
21,0,112,2,1,0,1
39,0,96,3,1,0,0
21,0,96,3,1,0,1
17,0,96,3,1,0,1
25,0,96,3,1,0,0
35,0,94,2,2,0,1
18,0,96,3,1,0,1
28,0,96,3,1,0,0
22,0,96,3,1,0,1
18,0,96,3,1,0,1
20,0,258,3,1,0,1
10,0,123,3,1,0,1
20,0,45,3,1,0,1
10,0,287,2,1,0,1
19,0,258,3,1,0,1
25,0,96,3,1,0,0
15,0,345,2,2,0,1
16,0,328,2,0,0,0
18,0,96,3,1,0,1
24,0,50,2,2,0,1
14,0,96,3,1,0,1
10,0,96,3,0,0,0
9,0,270,2,1,0,1
29,0,345,2,2,0,1
15,0,223,3,2,0,1
12,0,364,3,1,0,0
16,0,243,7,1,0,1
13,0,75,2,0,0,1
31,0,96,3,1,0,0
43,0,113,3,1,0,0
18,0,96,3,1,0,1
14,0,183,2,1,0,1
24,0,96,3,1,0,1
24,0,45,3,1,0,1
28,0,96,3,1,0,1
14,0,96,3,1,0,1
17,0,84,2,1,0,1
23,0,56,2,1,0,1
34,0,96,3,1,0,1
16,0,258,3,1,0,1
23,0,96,3,1,0,1
42,0,96,3,1,0,1
12,0,96,3,1,0,1
8,0,302,4,0,0,1
14,0,94,2,1,0,1
13,0,96,3,1,0,1
18,0,296,2,1,0,1
44,0,96,3,2,0,1
28,0,96,3,1,0,1
42,0,180,2,1,0,1
16,0,96,3,1,0,1
21,0,96,3,1,0,1
32,0,364,3,4,0,0
16,0,96,3,1,0,1
26,0,346,2,1,0,1
18,0,96,3,1,0,1
22,0,96,3,1,0,1
18,0,96,3,1,0,1
16,0,242,3,1,0,1
27,0,258,3,1,0,1
21,0,50,2,2,0,1
20,0,258,3,1,0,1
12,0,112,2,1,0,1
32,0,113,3,1,0,1
26,0,258,3,1,0,1
12,0,242,3,1,0,1
24,0,242,3,1,0,1
10,0,112,2,1,0,1
20,0,345,2,2,0,1
19,0,96,3,1,0,1
21,0,96,3,1,0,1
13,0,96,3,1,0,1
33,0,45,3,1,0,1
11,0,223,3,1,0,1
26,0,96,3,1,0,1
12,0,290,2,1,0,0
20,0,96,3,1,0,1
13,0,60,2,1,0,1
13,0,71,2,2,0,1
17,0,96,3,1,0,1
16,0,242,3,1,0,1
7,0,180,2,0,0,1
18,0,96,3,1,0,1
20,0,96,3,1,0,1
13,0,183,2,1,0,1
25,0,96,3,1,0,1
17,0,345,2,2,0,1
29,0,258,3,1,0,1
27,0,345,2,2,0,1
19,0,96,3,1,0,1
18,0,258,3,1,0,1
20,0,96,3,1,0,1
12,0,258,3,1,0,1
16,0,112,2,1,0,1
15,0,96,3,1,0,1
23,0,96,3,1,0,1
46,0,96,3,2,0,1
21,0,96,3,1,0,1
36,0,96,3,1,0,1
23,0,56,2,1,0,1
15,0,258,3,1,0,0
46,0,96,3,3,0,0
48,0,96,3,5,0,0
11,0,171,2,1,0,1
19,0,45,3,1,0,1
22,0,96,3,1,0,1
28,0,96,3,1,0,1
18,0,206,4,1,0,1
15,0,180,2,1,0,0
21,0,96,3,1,0,1
15,0,96,3,1,0,1
17,0,96,3,2,0,0
20,0,96,3,0,0,1
20,0,96,3,1,0,1
24,0,96,3,0,0,1
29,0,96,3,1,0,1
15,0,258,3,1,0,1
7,0,180,2,0,0,1
15,0,96,3,1,0,1
21,0,96,3,1,0,1
17,0,96,3,1,0,1
17,0,96,3,0,0,0
21,0,172,2,2,0,1
30,0,96,3,1,0,1
16,0,96,3,1,0,1
13,0,96,3,1,0,1
22,0,94,2,1,0,1
24,0,96,3,1,0,1
25,0,96,3,1,0,1
22,0,75,2,1,0,1
21,0,96,3,1,0,1
18,0,242,3,1,0,1
32,0,45,3,1,0,1
12,0,296,2,1,0,1
14,0,96,3,0,0,1
21,0,96,3,1,0,1
12,0,96,3,1,0,0
16,0,258,3,1,0,1
21,0,96,3,1,0,1
19,0,196,4,0,0,0
25,0,96,3,1,0,1
22,0,258,3,1,0,1
22,0,96,3,1,0,1
17,0,96,3,1,0,1
16,0,187,2,2,0,1
20,0,346,2,3,0,1
26,0,96,3,2,0,1
22,0,242,3,1,0,1
17,0,94,2,1,0,1
18,0,253,2,2,0,1
15,0,96,3,1,0,1
9,0,296,2,1,0,1
19,0,96,3,1,0,1
16,0,96,3,1,0,1
20,0,94,2,1,0,1
26,0,96,3,1,0,1
14,0,96,3,1,0,1
15,0,96,3,1,0,1
29,0,258,3,1,0,1
22,0,258,3,1,0,1
74,0,205,4,2,0,1
17,0,96,3,1,0,1
12,0,94,2,1,0,1
12,0,96,3,1,0,1
13,0,128,2,1,0,0
23,0,96,3,1,0,1
28,0,180,2,1,0,1
14,0,172,2,2,0,1
9,0,136,2,1,0,0
25,0,96,3,1,0,0
26,0,96,3,1,0,1
21,0,258,3,1,0,1
29,0,96,3,1,0,1
16,0,96,3,1,0,0
19,0,110,2,1,0,1
17,0,96,3,1,0,1
21,0,133,7,1,0,1
23,0,258,3,1,0,1
23,0,96,3,3,0,1
14,0,96,3,1,0,1
26,0,96,3,2,0,1
14,0,96,3,1,0,1
22,0,112,2,1,0,0
23,0,96,3,1,0,1
21,0,96,3,1,0,1
18,0,96,3,1,0,1
15,0,258,3,1,0,1
37,0,99,7,1,0,1
40,0,96,3,1,0,1
12,0,183,2,0,0,0
14,0,290,2,1,0,1
24,0,45,3,1,0,1
28,0,96,3,1,0,1
27,0,96,3,2,0,0
15,0,258,3,1,0,1
27,0,302,4,1,0,1
15,0,96,3,1,0,1
18,0,96,3,1,0,1
19,0,96,3,1,0,1
18,0,96,3,1,0,1
57,0,242,3,1,0,1
27,0,96,3,1,0,1
23,0,96,3,1,0,1
20,0,96,3,1,0,1
17,0,258,3,1,0,1
29,0,96,3,1,0,1
24,0,96,3,1,0,1
22,0,94,2,1,0,1
23,0,96,3,1,0,1
18,0,112,2,1,0,1
24,0,96,3,1,0,1
21,0,96,3,0,0,1
36,0,96,3,1,0,1
15,0,96,3,1,0,1
22,0,96,3,1,0,1
25,0,343,2,3,0,1
28,0,96,3,1,0,1
28,0,96,3,1,0,1
22,0,96,3,1,0,0
24,0,96,3,1,0,0
47,0,300,4,4,0,0
23,0,242,3,1,0,1
27,0,276,2,1,0,1
29,0,113,3,2,0,0
10,0,171,2,1,0,1
21,0,96,3,1,0,1
22,0,96,3,1,0,1
31,0,96,3,1,0,1
27,0,96,3,1,0,1
23,0,139,2,2,0,1
76,0,96,3,2,0,0
14,0,176,4,1,0,0
13,0,94,2,1,0,0
16,0,96,3,1,0,1
26,0,258,3,2,0,0
22,0,180,2,1,0,1
34,0,71,2,2,0,1
19,0,88,2,1,0,1
20,0,94,2,2,0,1
19,0,96,3,1,0,1
36,0,96,3,1,0,1
29,0,302,4,1,0,0
17,0,96,3,1,0,1
21,0,96,3,1,0,1
14,0,248,2,1,0,1
21,0,175,2,1,0,1
22,0,96,3,1,0,1
18,0,96,3,1,0,1
19,0,242,3,1,0,0
36,0,96,3,1,0,1
14,0,270,2,0,0,1
28,0,96,3,1,0,1
20,0,112,2,1,0,1
12,0,130,2,1,0,1
21,0,96,3,1,0,1
13,0,150,3,1,0,1
17,0,258,3,1,0,1
39,0,335,3,3,0,0
19,0,270,2,1,0,1
16,0,258,3,1,0,1
25,0,96,3,1,0,1
74,0,205,4,2,0,1
19,0,94,2,1,0,0
14,0,258,3,1,0,1
15,0,312,6,1,0,0
20,0,96,3,1,0,0
23,0,242,3,1,0,1
20,0,96,3,1,0,1
34,0,139,2,0,0,1
32,0,96,3,1,0,1
16,0,136,2,1,0,1
20,0,96,3,1,0,1
27,0,96,3,1,0,1
14,0,88,2,1,0,1
12,0,175,2,0,0,1
19,0,112,2,1,0,1
14,0,96,3,1,0,1
19,0,96,3,1,0,1
15,0,128,2,1,0,1
26,0,96,3,2,0,1
23,0,96,3,1,0,1
9,0,176,4,0,0,1
26,0,250,2,2,0,1
15,0,75,2,1,0,1
7,0,180,2,0,0,1
20,0,96,3,1,0,1
17,0,45,3,1,0,1
26,0,110,2,2,0,1
18,0,183,2,1,0,1
20,0,96,3,1,0,0
17,0,40,6,1,0,1
21,0,45,3,1,0,1
20,0,112,2,1,0,1
22,0,96,3,1,0,1
13,0,340,2,1,0,0
15,0,153,2,1,0,1
13,0,287,2,1,0,1
25,0,96,3,1,0,1
10,0,96,3,0,0,1
13,0,242,3,1,0,1
16,0,176,4,1,0,1
17,0,96,3,1,0,1
16,0,112,2,1,0,1
25,0,96,3,1,0,1
23,0,96,3,1,0,1
12,0,96,3,1,0,1
16,0,128,2,1,0,1
27,0,96,3,1,0,1
27,0,96,3,1,0,1
