"HasFavicon","Robots","NoOfURLRedirect","NoOfSelfRedirect","NoOfPopup","NoOfiFrame","HasExternalFormSubmit"
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,1,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,2,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,1,1,0,24,0
1,1,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,3,0
1,1,0,0,0,4,1
1,0,1,0,0,0,0
1,1,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
1,0,0,0,0,2,0
0,1,0,0,1,7,1
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,5,0
1,1,0,0,0,7,1
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,1,0,0,0,6,1
1,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,1,1,0,0,0
0,1,1,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,1,0,0,0,1
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,21,0
0,0,1,0,0,0,0
1,1,0,0,0,4,0
1,1,0,0,0,0,0
0,0,0,0,0,4,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,1,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,1,0,1
0,0,1,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
1,0,0,0,5,21,0
0,1,0,0,0,0,0
0,0,0,0,0,0,1
1,1,0,0,0,3,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,1,1,0,2,4,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,1,1,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,21,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,1,0,0,4,1,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,1,1,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,1,1,1,4,0
1,0,0,0,0,22,0
0,0,0,0,0,0,0
0,0,0,0,0,2,0
1,0,1,0,0,2,0
0,0,0,0,0,20,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,1,0
1,1,0,0,0,3,0
1,0,0,0,0,2,0
1,1,1,1,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,7,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,1
0,0,1,1,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,7,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,3,0
1,0,0,0,0,0,0
1,0,0,0,0,4,0
0,1,0,0,0,0,0
0,1,0,0,0,13,0
0,0,0,0,0,0,0
1,1,0,0,0,2,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
1,0,0,0,0,19,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,0,0
0,1,0,0,0,0,0
1,1,0,0,0,7,0
1,0,0,0,0,4,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
1,0,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,1,3,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,1,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,1,0,0,0,0,0
1,0,1,0,0,21,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,1,1,0,21,0
0,0,1,0,0,0,0
0,0,1,1,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,1,1,0,11,0
1,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
1,0,1,0,0,0,0
0,0,1,0,0,0,0
1,1,0,0,0,5,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,1,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0,1,1,1,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
1,1,0,0,1,9,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,5,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,5,0
0,0,0,0,0,0,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,5,2,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,1,0,0,0,3,0
1,0,0,0,0,1,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,2,0
0,0,0,0,1,1,0
1,0,1,1,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,2,0
1,0,1,0,0,0,0
0,0,0,0,0,2,0
0,0,0,0,0,19,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
0,1,0,0,0,2,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,19,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,1,0,0,0,0
1,1,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,1,1,0,0,2,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,2,0
0,0,1,0,0,0,0
0,1,0,0,1,3,1
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
1,0,0,0,0,4,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,1,0
0,0,0,0,0,1,0
1,0,0,0,0,1,0
1,0,0,0,0,2,0
0,0,0,0,0,20,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,2,0
1,1,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,4,0
0,0,0,0,0,0,0
1,1,0,0,0,1,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,2,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,2,0
1,0,0,0,0,0,0
0,0,1,1,0,0,0
1,0,0,0,0,0,0
0,0,1,0,0,0,0
1,1,0,0,0,2,0
0,0,0,0,0,0,0
0,1,0,0,0,0,1
1,1,0,0,0,1,1
0,0,0,0,0,0,0
1,0,0,0,0,4,0
0,1,0,0,0,9,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,1,0
0,1,0,0,0,3,0
1,1,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,2,0
0,1,0,0,1,1,0
1,0,1,0,0,8,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,2,0
0,0,1,0,0,0,0
0,1,0,0,0,3,0
1,0,0,0,0,0,1
0,0,0,0,0,0,0
0,1,0,0,0,1,0
1,1,0,0,0,6,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,3,0
0,1,0,0,0,0,0
0,1,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,2,1,0
0,1,0,0,0,3,0
0,0,1,0,0,0,0
1,0,1,1,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,4,0
1,1,0,0,0,1,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,6,0
0,0,0,0,0,0,0
1,0,1,0,0,3,0
0,0,0,0,0,4,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,1,0,8,0
1,0,1,1,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,5,0
0,0,0,0,0,0,1
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,2,0
0,0,1,0,0,0,0
1,0,0,0,0,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,0,1,1
0,1,0,0,0,3,1
1,1,0,0,0,0,0
1,0,0,0,1,0,0
1,1,0,0,0,5,0
0,0,0,0,0,1,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,2,0
0,0,1,1,1,0,0
0,1,0,0,0,4,0
1,0,0,0,0,0,0
0,0,1,1,0,0,0
0,1,1,0,0,4,0
0,0,0,0,0,0,0
1,1,0,0,0,4,0
1,0,0,0,0,0,1
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,1,1,0,2,0
1,1,1,0,0,1,0
0,0,0,0,0,1,0
1,0,0,0,0,0,0
1,0,0,0,0,7,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,19,0
1,1,0,0,0,2,0
0,0,0,0,0,0,0
1,1,0,0,1,0,0
0,0,1,0,0,0,0
0,0,1,1,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,0,0,0
0,1,0,0,0,23,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,0,0
0,1,0,0,0,1,0
0,0,0,0,0,0,0
0,1,0,0,0,2,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,30,0
1,0,0,0,0,0,0
0,0,1,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,1,4,0
0,0,0,0,0,0,0
1,0,0,0,0,5,0
0,1,0,0,0,0,0
0,1,0,0,0,2,1
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,2,0
0,0,0,0,0,2,0
0,1,0,0,0,6,0
0,0,0,0,0,0,0
0,1,0,0,0,2,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,1
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,1,1,0,0,0
1,1,0,0,0,1,0
0,1,0,0,0,1,0
1,0,0,0,4,2,0
0,0,1,0,0,28,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,1,0,0,0,11,0
0,0,0,0,0,0,0
0,1,1,0,0,2,0
1,0,0,0,0,1,0
1,0,0,0,0,19,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,4,0
1,1,0,0,0,2,0
0,0,0,0,0,0,0
0,0,1,0,0,3,0
1,1,0,0,0,2,0
0,1,0,0,0,4,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,1,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,4,0
1,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
1,1,0,0,1,1,0
1,0,1,1,0,2,0
0,0,0,0,0,0,0
0,0,1,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,6,0
0,0,0,0,0,0,0
1,1,0,0,0,3,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,1,0
0,1,0,0,0,0,1
0,0,0,0,0,2,0
1,1,0,0,0,0,0
1,1,0,0,0,1,0
1,0,0,0,0,0,0
1,0,1,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,4,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,0,0,0,0,6,0
0,0,0,0,0,0,0
0,0,0,0,8,1,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,1,0
1,0,0,0,1,3,0
1,0,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,4,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,1,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,19,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
1,0,0,0,0,2,1
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,1,0
0,1,1,1,0,1,0
1,0,1,0,0,9,0
0,0,0,0,0,10,0
1,1,0,0,0,0,0
0,1,0,0,0,0,0
1,1,0,0,0,1,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,4,0
0,0,0,0,0,2,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,1,0,0,0,0
0,0,1,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,2,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,1,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,1,0,0,0,4,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
1,1,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,1,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,1
0,0,0,0,0,0,0
0,0,0,0,0,1,0
1,1,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,1,0,1
0,0,0,0,0,0,0
1,1,0,0,0,0,1
1,1,0,0,4,19,1
0,0,0,0,0,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,2,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
1,0,0,0,0,3,0
0,0,0,0,0,19,0
0,1,0,0,0,3,1
0,1,0,0,1,0,0
1,0,1,0,0,1,0
1,0,0,0,0,0,0
1,0,0,0,0,4,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,1
1,0,0,0,1,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,1,0
0,0,1,0,0,22,0
0,1,0,0,0,4,0
1,1,1,0,12,0,0
1,1,0,0,0,19,0
0,0,1,0,0,0,0
0,1,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,2,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,20,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
1,0,0,0,0,3,0
0,1,0,0,0,1,0
0,0,0,0,0,4,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,1,0,0,2,0
0,1,0,0,0,7,0
0,1,1,1,0,0,0
0,0,1,1,0,0,0
0,1,1,1,0,3,0
1,0,0,0,0,7,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
1,1,0,0,0,12,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,2,0
0,1,0,0,0,2,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,21,0
1,0,0,0,0,2,1
0,1,0,0,0,0,0
0,0,0,0,0,3,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,2,0
1,0,0,0,0,0,1
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,15,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
1,0,0,0,0,12,0
0,0,0,0,0,0,0
1,1,0,0,0,2,0
1,1,1,1,0,18,0
0,0,0,0,0,4,0
0,0,0,0,0,2,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,0,1
1,1,0,0,0,4,0
1,0,1,1,0,0,0
0,1,0,0,0,2,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,6,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,3,0
0,0,0,0,0,1,0
1,0,0,0,1,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
1,1,0,0,0,2,0
1,0,0,0,0,2,0
0,0,0,0,0,3,0
1,1,0,0,0,2,0
1,1,0,0,0,0,0
0,1,0,0,0,6,0
0,0,1,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,3,1
0,0,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,1,1,0,2,0
1,0,0,0,3,4,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
1,0,0,0,0,19,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,1,1,0,0,0,1
1,0,0,0,0,4,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
1,1,0,0,0,2,0
1,0,1,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,4,0
0,1,1,0,0,2,0
0,0,1,0,0,2,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,6,0
0,0,0,0,0,20,0
1,1,1,0,2,4,0
0,1,0,0,0,4,0
0,0,0,0,0,3,0
1,0,0,0,0,2,0
0,0,1,0,0,0,0
1,0,0,0,0,20,0
0,0,0,0,0,0,0
0,0,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,1,1
0,0,1,1,0,10,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,11,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,1,0,0,0,0,0
1,1,1,0,0,2,0
0,1,0,0,0,1,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,4,0
0,0,0,0,0,0,0
1,0,0,0,1,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,19,0
0,0,0,0,0,0,0
